Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2021,Saint Mary's College of California,Religious,Hatem Bazian,Campus Speech,Israeli-Palestinian Conflict,"Administrator(s), Student Group(s), Student(s)",From the Right,No,No,Revoked,No,"The Center for Women and Gender Equity and the Muslim Student Association postponed a campus event featuring Bazian that they had organized, alleging Bazian held anti-Semitic and anti-Israel views.","Encouraged (or Approved of) Self-Censorship. The university president emailed students: ""“Due to the multiple perspectives and information shared by members of our community, the organizers have decided to postpone the event until they can investigate further and decide how best to meet their goals for the planned event.""",[],65c1510579db8200391e96c6
2021,Samford University,Religious,Jon Meacham,Campus Speech,Abortion,"Administrators, Student Group(s), Student(s)",From the Right,No,Yes,Revoked,Yes,Students petitioned the university to disinvite Meacham from a campus inauguration event due to Meacham's pro-choice views and because Meacham has spoken at some fundraising events for Planned Parenthood. The university president revoked Meacham’s invitation. Meachem was reinvited and spoke on campus the following semester.,"Condemned Content of Expression, Appeased Protesters. The university president said: “Unexpectedly, Mr. Meacham’s planned lecture has become a divisive issue, one that takes attention away from our opportunity to celebrate Samford.”",[],65c1510579db8200391e96cd
2021,"San Francisco State University &amp; University of California, Merced",Public,Leila Khaled,Campus Speech,"Criminal or Other Misconduct, Terrorism","Activist(s), Corporation(s), Politician(s)",From the Right,No,No,Revoked,No,Politicians and off-campus activist groups including the Lawfare Project demanded that the university disinvite Khaled from a speaking event because of her terrorist ties and activities. Zoom canceled the event.,"Honor Roll
Neutral. The university released a statement that pointed out, while the university “is not sponsoring or hosting this event, . . . faculty [are allowed] to use its Zoom platform for matters associated with their teaching and research and does not restrict that access based on content. . . .  This program, as described, is about free speech, not terrorism or violence. . . .UC Merced denounces violence and the incitement of violence in any form; we support freedom of expression as a fundamental alternative to political violence.”",[],65c1510579db8200391e96d4
2021,Texas A&amp;M University,Public,Draggieland,Performance,Gender,Activist(s),From the Right,No,Yes,Cancellation Attempt,Not Applicable,"TFP Student Action, an off-campus organization, started a petition opposing the performance of the drag show, Draggieland, on campus. The petition included a letter addressed to the university president asking for the cancellation of the performance and garnered more than 19,500 signatures. The performance took place.",None,[],65c1510579db8200391e96db
2021,Tulane University,Secular,Hunter Biden,Campus Speech,Criminal or Other Misconduct,"General Public, student(s)",From the Right,No,No,Disinvitation Attempt,Not Applicable,"An editor at the Washington Examiner wrote an op-ed calling for the university to disinvite Biden from delivering a guest lecture on media polarization, objecting to Biden's personal conduct and sexual indiscretion. Biden spoke sucessfully.",None,[],65c1510579db8200391e96e2
2021,"University of Alabama, Tuscaloosa",Public,Charlie Kirk,Campus Speech,"Gender, Immigration, Health, Political Views, Race, Sexuality","Faculty, Student Group(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,Students protested a campus speech by Kirk. An op-ed in the student newspaper called on students to reserve seats at the event and not show up to prevent others from attending or to call the venue to reprimand it for allowing Kirk to speak. Kirk spoke successfully.,None,[],65c1510579db8200391e96e9
2021,"University of California, Irvine School of Law",Public,Brad Raffensperger,Campus Speech,"Elections, Political Views","Activist(s), Politician(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,"An off-campus group sent a letter signed by 11 state legislators to the the university chancellor, asking the chancellor to disinvite Raffensperger, claiming Raffensperger's support for Georgia election and voting reform is disingenuous. Raffensperger spoke successfully.",None,[],65c1510579db8200391e96f0
2021,"University of California, Los Angeles, Luskin School of Public Affairs",Public,Patrisse Cullors,Commencement Speech,Israeli-Palestinian Conflict,Activist(s),From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"An off-campus group, Antisemitism Today, called for the university to disinvite Cullors from delivering a commencement address because of Cullors' views on Israel. Cullors spoke successfully.","Supported Content of Expression. The dean of the school stated:  “She [Cullors] suggests that a cooperative spirit can help heal old wounds and advance new solutions. I am confident that our graduating students will appreciate her perspective and find inspiration in her call to look forward without judgment in pursuit of a happier, more equitable society.”",[],65c1510579db8200391e96f7
2021,"University of Chicago, Harris School of Public Policy",Secular,Nathan Law,Campus Speech,Foreign Affairs,"Student Group(s), Student(s)",Not Applicable,No,No,Disinvitation Attempt,Not Applicable,"The university's Chinese Students and Scholars Association ""firmly requested"" that the dean of the Harris School of Public Policy rescind an invitation to Law, claiming that Law's invitation ""not only falls outside the purview of free speech, but has also been widely perceived as exposing the insensitivities and disrespect the Harris administration shows toward Chinese students and scholars."" Law spoke successfully.",None,[],65c1510579db8200391e96fe
2021,University of Dayton,Religious,Tlaleng Mofokeng,Campus Speech,Abortion,Administrator(s),From the Right,No,No,Revoked,No,The university administration disinvited Mofokeng from a conference over her “background and work related to reproduction.”,"Condemned Content of Expression. A university public statement read: “As a Catholic, Marianist university, we welcome serious meaningful dialogue on critical issues of the day. However, the University has concluded that Dr. Mofokeng’s background and work related to reproduction is inconsistent with the University’s Catholic, Marianist mission and identity. For this reason, the university has withdrawn the invitation.”",[],65c1510579db8200391e9705
