Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2023,University of North Florida,Public,Michael Oren,Campus Speech,Israeli-Palestinian Conflict,"Administrator(s), Student Group(s)",From the Left,No,No,Substantial Event Disruption,Not Applicable,"After Students for a Democratic Society announced it would protest Oren's on-campus appearance because of Oren's support of Israel, the university moved Oren's appearance, initially planned to take place in front of a live audience, to a livestreamed format ""due to overwhelming response and security concerns. At the screening of the livestream, the university president gave an introduction that condemned Islamophobia, anti-Semitism, and divisiveness on campus. Protesters who had bought tickets to prevent others from attending staged a walkout and continued their protest outside the venue.","Neutral. A university spokesperson said ""Tomorrow’s Distinguished Voices lecture is continuing as scheduled at the University Center. [But, d]ue to overwhelming response and security concerns, the speaker will be livestreamed into the ballroom.”",[],65c1510179db8200391e926d
2023,University of Notre Dame,Religious,Juan Manuel Santos,Commencement Speech,"Abortion, Foreign Affairs, Sexuality, Terrorism",Activist(s),From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"TFP Student Action, an off-campus organization, petitioned the university to choose ""a real Catholic"" to deliver the commencement speech, not former Columbian President Santos. The organization objected to Santos' ""pro-abortion, pro-homosexual"" views and stated that ""Santos favored Marxist-Leninist guerillas"" in an agreement ""between the Colombian government"" and a ""narco Marxist-Leninist terrorist group."" Santos spoke successfully.",None,[],65c1510179db8200391e9274
2023,University of Notre Dame,Religious,Andrew Allen Bryson (stage name: Blair St. Clair),Performance,Gender,"Student Group(s), Student(s), faculty, alumni",From the Right,No,Yes,Cancellation Attempt,Not Applicable,"Students petitioned and wrote open letters, and alumni and faculty wrote the president of the university, asking the university to cancel and/or withdraw funding from a student drag show, a class project that students planned to publicly perform. Those who protested the show claimed it does not align with the university's Catholic mission and that it violated university policy by degrading and harassing women. The university refused to cancel the show, citing academic freedom, and the show proceeded as planned.","Neutral. An email from the university president's office in response to the petition stated: ""We defend this freedom [the freedom of expression] even when the content of the presentation is objectionable to some or even many. The event you reference is part of a one-credit course in Film, Television and Theater on the history of drag, and the principle of academic freedom applies.""",[],65c1510179db8200391e927b
2023,University of Notre Dame,Religious,Stage name: Cordelia,Performance,Gender,"Student Group(s), Student(s), faculty, alumni",From the Right,No,Yes,Cancellation Attempt,Not Applicable,"Students petitioned and wrote open letters, and alumni and faculty wrote the president of the university, asking the university to cancel and/or withdraw funding from a student drag show, a class project that students planned to publicly perform. Those who protested the show claimed it does not align with the university's Catholic mission and that it violated university policy by degrading and harassing women. The university refused to cancel the show, citing academic freedom, and the show proceeded as planned.","Neutral. An email from the university president's office in response to the petition stated: ""We defend this freedom [the freedom of expression] even when the content of the presentation is objectionable to some or even many. The event you reference is part of a one-credit course in Film, Television and Theater on the history of drag, and the principle of academic freedom applies.""",[],65c1510179db8200391e9282
2023,University of Notre Dame,Religious,Stage name: London BaCall,Performance,Gender,"Student Group(s), Student(s), faculty, alumni",From the Right,No,Yes,Cancellation Attempt,Not Applicable,"Students petitioned and wrote open letters, and alumni and faculty wrote the president of the university, asking the university to cancel and/or withdraw funding from a student drag show, a class project that students planned to publicly perform. Those who protested the show claimed it does not align with the university's Catholic mission and that it violated university policy by degrading and harassing women. The university refused to cancel the show, citing academic freedom, and the show proceeded as planned.","Neutral. An email from the university president's office in response to the petition stated: ""We defend this freedom [the freedom of expression] even when the content of the presentation is objectionable to some or even many. The event you reference is part of a one-credit course in Film, Television and Theater on the history of drag, and the principle of academic freedom applies.""",[],65c1510179db8200391e9289
2023,University of Pennsylvania,Secular,Huda Fakhreddine,Campus Speech,"Israeli-Palestinian Conflict, Race","Activist(s), Politician(s), Student Group(s), Students",From the Right,Yes,Yes,Disinvitation Attempt,Not Applicable,"On-campus and off-campus groups, a member of Congress, and students petitioned the university to cancel (or move off campus) individual speakers from an on-campus literature festival celebrating Palestinian culture. Fakhreddine was one of the organizers of the event. The event took place, although some speakers were disinvited.","Condemned Content of Expression, Appeased Protesters. The university president, provost, and the school dean published a joint statement that said: ""While the Festival will feature more than 100 speakers, many have raised deep concerns about several speakers who have a documented and troubling history of engaging in anti semitism by speaking and acting in ways that denigrate Jewish people. We unequivocally -- and emphatically -- condemn anti semitism as antithetical to our institutional values. As a university, we also fiercely support the free exchange of ideas as central to our educational mission. This includes the expression of views that are controversial and even those that are incompatible with our institutional values.""",[],65c1510179db8200391e9290
2023,University of Pennsylvania,Secular,Marc Lamont Hill,Campus Speech,"Israeli-Palestinian Conflict, Race","Activist(s), Politician(s), Student Group(s), Students",From the Right,Yes,Yes,Disinvitation Attempt,Not Applicable,"On-campus and off-campus groups, a member of Congress, and students petitioned the university to cancel (or move off campus) individual speakers from an on-campus literature festival celebrating Palestinian culture. Hill was one of those speakers. Hill spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university president, provost, and the school dean published a joint statement that said: ""While the Festival will feature more than 100 speakers, many have raised deep concerns about several speakers who have a documented and troubling history of engaging in anti semitism by speaking and acting in ways that denigrate Jewish people. We unequivocally -- and emphatically -- condemn anti semitism as antithetical to our institutional values. As a university, we also fiercely support the free exchange of ideas as central to our educational mission. This includes the expression of views that are controversial and even those that are incompatible with our institutional values.""",[],65c1510179db8200391e9297
2023,University of Pennsylvania,Secular,Mohammed el-Kurd,Campus Speech,"Israeli-Palestinian Conflict, Race","Activist(s), Politician(s), Student Group(s), Students",From the Right,Yes,Yes,Disinvitation Attempt,Not Applicable,"On-campus and off-campus groups, a member of Congress, and students petitioned the university to cancel (or move off campus) individual speakers from an on-campus literature festival celebrating Palestinian culture. el-Kurd was one of those speakers. He spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university president, provost, and the school dean published a joint statement that said: ""While the Festival will feature more than 100 speakers, many have raised deep concerns about several speakers who have a documented and troubling history of engaging in anti semitism by speaking and acting in ways that denigrate Jewish people. We unequivocally -- and emphatically -- condemn anti semitism as antithetical to our institutional values. As a university, we also fiercely support the free exchange of ideas as central to our educational mission. This includes the expression of views that are controversial and even those that are incompatible with our institutional values.""",[],65c1510179db8200391e929e
2023,University of Pennsylvania,Secular,Nadia Tannous,Campus Speech,"Israeli-Palestinian Conflict, Race","Activist(s), Politician(s), Student Group(s), Students",From the Right,Yes,Yes,Disinvitation Attempt,Not Applicable,"On-campus and off-campus groups, a member of Congress, and students petitioned the university to cancel (or move off campus) individual speakers from an on-campus literature festival celebrating Palestinian culture. Tannous was one of those speakers. Tannous spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university president, provost, and the school dean published a joint statement that said: ""While the Festival will feature more than 100 speakers, many have raised deep concerns about several speakers who have a documented and troubling history of engaging in anti semitism by speaking and acting in ways that denigrate Jewish people. We unequivocally -- and emphatically -- condemn anti semitism as antithetical to our institutional values. As a university, we also fiercely support the free exchange of ideas as central to our educational mission. This includes the expression of views that are controversial and even those that are incompatible with our institutional values.""",[],65c1510179db8200391e92a5
2023,University of Pennsylvania,Secular,Noura Erakat,Campus Speech,"Israeli-Palestinian Conflict, Race","Activist(s), Politician(s), Student Group(s), Students",From the Right,Yes,Yes,Disinvitation Attempt,Not Applicable,"On-campus and off-campus groups, a member of Congress, and students petitioned the university to cancel (or move off campus) individual speakers from an on-campus literature festival celebrating Palestinian culture. Erakat was one of those speakers. Erakat spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university president, provost, and the school dean published a joint statement that said: ""While the Festival will feature more than 100 speakers, many have raised deep concerns about several speakers who have a documented and troubling history of engaging in anti semitism by speaking and acting in ways that denigrate Jewish people. We unequivocally -- and emphatically -- condemn anti semitism as antithetical to our institutional values. As a university, we also fiercely support the free exchange of ideas as central to our educational mission. This includes the expression of views that are controversial and even those that are incompatible with our institutional values.""",[],65c1510179db8200391e92ac
