Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2022,Mount Saint Mary's University,Religious,Simone Kolysh,Campus Speech,"Abortion, Gender, Sexuality","Administrator(s), Faculty, Student(s)",From the Right,No,No,Revoked,No,The university canceled Kolysh's campus lecture after students and faculty protested her pro-choice and pro-LGBT views.,"Condemned Content of Expression, Appeased Protesters. The university provost told reporters: “Raising awareness of the ways in which women and LGBTQ people are publicly harassed in our society is of great academic merit for our students. However, as we became aware of statements made by the speaker [Kolysh] on Twitter that showed great disrespect for the university’s values, we eventually made the decision to rescind the invitation.”",[],65c1510379db8200391e9457
2022,North Dakota State University,Public,Candace Owens,Campus Speech,"Political Views, Race",Student(s),From the Left,No,No,Attempted Disruption,No,"Students protested Owens, accusing her of fascism and racism. Students allegedly pulled the fire alarm in order to prevent Owens from delivering her talk. Owens finished her remarks.",None,[],65c1510379db8200391e945e
2022,Ohio State University,Public,Pat Gelsinger,Commencement Speech,"Civil Liberties, Gender. Sexuality",Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,Students petitioned the university to disinvite Gelsinger from speaking at commencement because of Gelsinger's support for a campus organization that forbids LGBTQ people from working as staff or volunteers and because of Gelsinger's opposition to same sex-marriage. Gelsinger spoke successfully.,None,[],65c1510379db8200391e9465
2022,Pace University,Secular,Eric Adams,Commencement Speech,"Class or Policy Issues, Police",Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,Students petitioned the university to disinvite Adams from delivering a commencement speech because of Adams' mayoral administration's sweeps of homeless encampments and cuts to New York City's education budget. Adams spoke successfully.,"Supported Speaker (or Artist) as a Person. ""His story, achievements, and commitment to uplifting all New Yorkers is an inspiration. . . .While we welcome active and engaged discourse, we believe that commencement is a time to celebrate the accomplishments of our graduates.""",[],65c1510379db8200391e946c
2022,Pennsylvania State University,Public,Alex Stein,Campus Speech,"Gender, Political Views, Race, Sexuality, Terrorism","Administrator(s), Student Group(s), Student(s)",From the Left,No,Yes,Revoked,Not Applicable,"Members of the university community petitioned Uncensored America to disinvite Stein (and Gavin McInnes) from hosting a comedy event on campus, citing their affiliation with white supremacy. The university initially agreed to hold the event, but after a pre-event protest turned violent, the university canceled the event, claiming security concerns.","Condemned Content of Expression, Appeased Protesters. The university issued a statement that said that due to a  threat of  ""escalating violence,"" . . . [the university] determined that is was necessary to cancel the speaking event in the interest of campus safety.  . . . The University has been clear that the views and speech of the two speakers at tonight's student-organization-hosted event are abhorrent and do not align with the values of Penn State.""",[],65c1510379db8200391e9473
2022,Pennsylvania State University,Public,Gavin McInnes,Campus Speech,"Gender, Political Views, Race, Sexuality, Terrorism","Administrator(s), Student Group(s), Student(s)",From the Left,No,Yes,Revoked,Not Applicable,"Members of the university community petitioned Uncensored America to disinvite McInnes (and Alex Stein) from hosting a comedy event on campus, citing their affiliation with white supremacy. The university initially agreed to hold the event, but after a pre-event protest turned violent, the university canceled the event, claiming security concerns.","Condemned Content of Expression, Appeased Protesters. The university issued a statement that said that due to a  threat of  ""escalating violence,"" . . . [the university] determined that is was necessary to cancel the speaking event in the interest of campus safety.  . . . The University has been clear that the views and speech of the two speakers at tonight's student-organization-hosted event are abhorrent and do not align with the values of Penn State.""",[],65c1510379db8200391e947a
2022,Regent University,Religious,Glenn Youngkin,Commencement Speech,"Class or Policy Issues, Political Views","General Public, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students petitioned the university to disinvite Youngkin from delivering a commencement speech, claiming Youngkin ""brought embarrassing national attention to Virginia, by starting a tip line to report teachers"" that ""has created a situation that is like a red scare in a field already experiencing a drastic shortage."" The petition also referred to Youngkin as a fascist who represents fear and hate. Youngkin spoke successfully.",None,[],65c1510379db8200391e9481
2022,Saint Louis University,Religious,Elisha Krauss,Campus Speech,"Civil Liberties, Political Views","Administrator(s), Student(s)",From the Left,No,No,Rejected,No,"Saint Louis University put up bureaucratic roadblocks to the campus chapter of Young America's Foundation hosting an on-campus speaking event featuring Krauss, so students organized a free speech rally with Krauss in attendance and protested at a location on campus where many other groups had protested for other reasons. When counter-protesters showed up, instead of controlling those who caused disruption, campus police escorted Krauss and the student organizers who invited her off-campus.",None,[],65c1510379db8200391e9488
2022,Saint Mary's College of California,Religious,Kevin Nagle,Commencement Speech,"Environment, Gender, Judiciary System, Political Views",Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students petitioned the college to disinvite Nagle from speaking at commencement because of financial contributions Nagle made in 2019 to the ""Trump Victory"" campaign and to Susan Collins' senate reelection campaign. The petition also cited Nagle's public support of groups that were ""integral"" to the confirmation of Supreme Court Justice Brett Kavanaugh and that enabled drilling in Alaska's Arctic National Wildlife Refuge. Nagle spoke successfully.",None,[],65c1510379db8200391e948f
2022,San Jose State University,Public,Morgonn McMichael,Campus Speech,Political Views,Administrator(s),From the Left,No,No,Revoked,No,"A non-recognized student group tried to hold a speaking event featuring McMichael that a recognized student group arranged on its behalf. This arrangement violated university policies, and the event, which would have taken place in a classroom, was moved to the street.",None,[],65c1510379db8200391e9496
2022,"State University of New York, Brockport",Public,Jalil Abdul Muntaqim,Campus Speech,"Criminal or Other Misconduct, Police, Race","Administrator(s), General Public, Politician(s)",From the Right,No,No,Disinvitation Attempt,No,"Politicians, activists, students, and people on social media called for the university to disinvite Muntaqim (born Anthony Bottom) over his criminal history. The university rescinded funding (i.e., the Promoting Excellence in Diversity Grant) for the event, but the talk proceeded as scheduled and Muntaqim spoke successfully.","Neutral (Disingenuous). An email sent to the college community by its president stated: ""We do not support the violence exhibited in Mr. Muntaqim’s previous crimes, and his presence on campus does not imply endorsement of his views or past actions. However, we believe in freedom of speech. SUNY Brockport has routinely held speaking events involving controversial speakers from various backgrounds and viewpoints and will continue to do so.""",[],65c1510379db8200391e949d
2022,Stetson University,Secular,Zuby,Campus Speech,Gender,"Faculty, Student Group(s), Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,"The student government association denied funds to the campus chapter of Young Americans for Freedom for a speaking event featuring Zuby, describing Zuby's past comments as transphobic. The event took place without student government funding.",None,[],65c1510379db8200391e94a4
2022,"Texas Southern University, Barbara Jordan Mickey Leland School of Public Affairs",Public,Ted Cruz,Campus Speech,"Elections, Political Views, Race","Alumni, Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"The student government opposed the interim associate dean's and interim chair's invitation of Cruz to a work meeting to assist the new president of the School of Public Affairs, and it boycotted the event. Alumni started a petition urging people to contact university administrators to ask them to reconsider inviting Cruz because ""he has not been supportive of African-American and other People of Color rights,"" because of Cruz' criticism of President Biden's Supreme Court nominee, and because of Cruz' opposition to the teaching of critical race theory in classrooms. Cruz spoke successfully.","Neutral. The following statement was issued by the university: ""Texas Southern University welcomes conversations with any of our elected officials who are interested in advocating for our campus resources and our students. We support and respect the diverse views of our campus community, especially our students, as we transform TSU together.""",[],65c1510379db8200391e94ab
2022,Texas Wesleyan University,Religious,Down in Mississippi,Performance,Race,"Administrator(s), Student Group(s), Student(s)",From the Left,No,No,Canceled,No,"A student organization posted on Instagram that many students on campus would be ""deeply disturbed"" by certain scenes of the play, Down in Mississippi, that featured racist language and that such language may be ""triggering."" After campus officials, students, theatre officials, and the playwright discussed the performance, the university decided to cancel it.","Honor Roll, High Honors
Neutral. The university's board chairman (and first person of color to hold that position) said: “But when have we ever … learned anything in our comfort zone? . . . You don't learn anything new until you get out of your comfort zone, and I think that is what Mr. Brown intended for this play to do.”",[],65c1510379db8200391e94b2
2022,"University of Alabama, Tuscaloosa",Public,Matt Walsh,Campus Speech,"Gender, Sexuality, Race",Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students circulated a petition demanding that the university cancel a screening of Walsh's documentary, What is a Woman?, Several student groups organized protests, but Walsh's presentation and the screening proceeded successfully.",None,[],65c1510379db8200391e94b9
2022,"University of California, Berkeley",Public,Peter Boghossian,Campus Speech,Political Views,Administrator(s),From the Left,No,No,Revoked,Yes,"Administrators canceled a Boghossian speaking event only a few days before it was set to take place, claiming that the College Republicans had recently booked too many rooms for events. The College Republicans then tried to work with another registered student group to book the venue, but it was told that it could not book an event on such short notice. The event nevertheless proceeded as planned.",None,[],65c1510379db8200391e94c0
