Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2014,College of the Holy Cross,Religious,Jon Favreau,Commencement Speech,"Civil Liberties, Sexuality",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Favreau to deliver a commencement speech because of Favreau's views on religious freedom and his support for gay marriage. Favreau spoke successfully.,Unknown,[],65c1510e79db8200391ea41a
2014,College of the Holy Cross,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the college to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1510e79db8200391ea421
2014,Columbia University,Secular,Alan Dershowitz,Campus Speech,"Civil Liberties, Foreign Affairs, Israeli-Palestinian Conflict","Activist(s), Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,The national Amnesty International office and students demanded that the student chapter of Amnesty International disinvite Dershowitz from a speaking engagement. Dershowitz spoke at a different student group's event.,None,[],65c1510e79db8200391ea428
2014,DePaul University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1510e79db8200391ea42f
2014,DePaul University College of Law,Religious,Stephen Breyer,Campus Speech,Abortion,Activist(s),From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"TFP Student Action, an off-campus organization, started a petition protesting the university's invitation of Breyer to deliver an address at the 20th Annual Clifford Symposium. They asked the university to cancel the talk because of Breyer's pro-choice views and his vote to uphold partial-birth abortion. The petition garnered more than 24,000 signatures. Breyer spoke successfully.",None,[],65c1510e79db8200391ea436
2014,Dominican University of California,Religious,Jennifer Siebel Newsom,Commencement Speech,"Abortion, Sexuality",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Newsom to deliver a commencement speech because of Newsom's views on abortion. Newsom spoke successfully.,Unknown,[],65c1510e79db8200391ea43d
2014,Fordham University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Administrator(s)",From the Right,No,No,Rejected,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues. Student Affairs did not approve the performance, so the student organizers held it off campus instead.",Unknown,[],65c1510e79db8200391ea444
2014,Georgetown University,Religious,Jacob J. Lew,Commencement Speech,Other,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Lew because of Lew's support for a contraception mandate in the Affordable Care Act. Lew spoke successfully.,Unknown,[],65c1510e79db8200391ea44b
2014,Georgetown University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1510e79db8200391ea452
2014,Goddard College,Secular,Mumia Abu-Jamal,Commencement Speech,"Criminal or Other Misconduct, Police, Race","Activist(s), General Public, Politician(s)",From the Right,No,No,Disinvitation Attempt,Not Applicable,"Community members, politicians, the Pennsylvania Department of Corrections, and the Vermont Troopers Association pushed for a disinvitation and condemned Abu-Jamal's selection as commencement speaker because of Abu-Jamal's conviction for killing a police officer. Abu-Jamal spoke successfully.",Neutral. The college’s interim president said that in choosing Abu-Jamal as their speaker students showed “how this newest group of Goddard graduates expresses their freedom to engage and think radically and critically in a world that often sets up barriers to do just that.”,[],65c1510e79db8200391ea459
2014,Gonzaga University,Religious,Barbara Madsen,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation to Madsen because of Madsen's views on abortion. Madsen spoke successfully.,Unknown,[],65c1510e79db8200391ea460
2014,Harvard University,Secular,Michael Bloomberg,Commencement Speech,"Civil Liberties, Police, Race, Terrorism","Activist(s), Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"Students decried the university's invitation of Bloomberg, objecting to Bloomberg's support for ""stop-and-frisk"" policies and surveillance after 9/11. Despite some heckling during his speech, Bloomberg spoke successfully.",None,[],65c1510e79db8200391ea467
2014,Harvard University Graduate School of Education,Secular,Michael Johnston,Commencement Speech,Class or Policy Issues,"Alumni, Student(s)",From the Left,Yes,Yes,Disinvitation Attempt,Not Applicable,"Students and alumni protested Johnston's support for test-based teacher accountability, asking the graduate school to revoke its invitation of Johnston to deliver a commencement speech. Johnston spoke successfully.","Honor Roll, High Honors
Neutral. The dean of the graduate school issued a statement: ""it is precisely because there is debate about his positions that we should welcome the opportunity to hear from him.”",[],65c1510e79db8200391ea46e
2014,Haverford College,Secular,Robert Birgeneau,Commencement Speech,"Civil Liberties, Class or Policy Issues, Police","Faculty, Student(s), Alumni",From the Left,No,Yes,Withdrew,No,"Students, faculty, and alumni protested the college's invitation of Birgeneau to deliver a commencement speech because Birgeneau was the chancellor at Berkeley when campus police responded with force against an ""Occupy"" protest in 2011. Birgeneau refused to respond to a list of student and alumni demands and withdrew from speaking at commencement.","Supported Speaker (or Artist) as a Person. President of the college is reported as saying that while he appreciated the views of the protesters, ""it is nonetheless deeply regrettable that we have lost an opportunity to recognize and hear from one of the most consequential leaders in American higher education.”",[],65c1510f79db8200391ea475
