Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2024,City University of New York Lehman College,Public,Lucien Baskin,Campus Speech,Israeli-Palestinian Conflict,"Administrator(s), Faculty, Student(s)",From the Right,No,No,Revoked,No,"Baskin was scheduled to participate in a student and faculty organized panel discussion titled “Globalizing the Intifada! Mapping Struggles for Palestine between the Streets and our Classrooms,"" with Conor Thomas Reed and Reem Ockeh. The panel was canceled after a disagreement between administrators and organizers “The goal is to bring people together, not to cause harm or make students feel unsafe,” Higgins said. “It is not a podium for protest. After discussion with the panelists, I [Jane Kehoe Higgins, the director of Lehman's Institute for Literacy Studies] do not believe we share the same goal.""","Condmened Expression: A college spokesperson said: We support the conference organizer’s decision to cancel the panel, since its polarizing title was not reflective of the theme of the conference and does not align with campus policy. Lehman College is committed to creating safe spaces for our community to have civil and productive conversations and we will continue to promote diversity and fight hate in all forms, including antisemitism and Islamophobia.""","['https://www.campusreform.org/article/update-cuny-cancels-globalize-the-intifada-panel-at-anti-racism-conference-not-a-podium-for-protest/24795', 'https://nypost.com/2024/02/05/news/cuny-axes-panel-on-globalizing-the-intifada/', 'https://www.campusreform.org/article/cuny-anti-racism-conference-promoted-panel-titled-globalize-the-intifada/24791']",65e0c80437eef700276282c1
2024,City University of New York Lehman College,Public,Conor Tomas Reed,Campus Speech,Israeli-Palestinian Conflict,"Administrator(s), Faculty, Student(s)",From the Right,No,No,Revoked,No,"Reed was scheduled to participate in a student and faculty organized panel discussion titled “Globalizing the Intifada! Mapping Struggles for Palestine between the Streets and our Classrooms,"" with Lucien Baskin and Reem Ockeh. The panel was canceled after a disagreement between administrators and organizers “The goal is to bring people together, not to cause harm or make students feel unsafe,” Higgins said. “It is not a podium for protest. After discussion with the panelists, I [Jane Kehoe Higgins, the director of Lehman's Institute for Literacy Studies] do not believe we share the same goal.""","Condmened Expression: A college spokesperson said: We support the conference organizer’s decision to cancel the panel, since its polarizing title was not reflective of the theme of the conference and does not align with campus policy. Lehman College is committed to creating safe spaces for our community to have civil and productive conversations and we will continue to promote diversity and fight hate in all forms, including antisemitism and Islamophobia.""","['https://www.campusreform.org/article/update-cuny-cancels-globalize-the-intifada-panel-at-anti-racism-conference-not-a-podium-for-protest/24795', 'https://nypost.com/2024/02/05/news/cuny-axes-panel-on-globalizing-the-intifada/', 'https://www.campusreform.org/article/cuny-anti-racism-conference-promoted-panel-titled-globalize-the-intifada/24791']",65e0c847d7b9d100294bcbeb
2024,Columbia University,Secular,Hillary Clinton,Campus Speech,"Gender, Israeli-Palestinian Conflict","Anonymous, Faculty",From the Left,No,No,Attempted Disruption,Not Applicable,"The university's School of International and Public Affairs invited Clinton to speak at an event titled “Preventing and Addressing Conflict-Related Sexual Violence.” As Clinton was speaking a heckler began shouting over her calling her a ""war criminal."" The school's dean had the heckler escorted out by security. A second heckler then began to shout over Clinton. Clinton paused her speech for a minute before resuming and completing her remarks.","Neutral: A university spokesperson said: ""Today’s event was about bringing together officials and experts on horrific use of sexual violence in conflicts around the world—and giving voice to those impacted wherever and whenever it occurs.""","['https://www.algemeiner.com/2024/02/12/you-will-burn-pro-hamas-demonstrators-heckle-hillary-clinton-at-columbia-university-event/', 'https://www.motherjones.com/politics/2024/02/hillary-clinton-protesters-sexual-violence-columbia-hamas-gaza-israel/', 'https://www.foxnews.com/politics/watch-hillary-clinton-speech-repeatedly-interrupted-pro-palestinian-protesters', 'https://www.msn.com/en-us/news/politics/hillary-clinton-repeatedly-interrupted-by-protesters-at-columbia-university/vi-BB1i3l0i', 'https://www.youtube.com/watch?v=wyZ2GK8nGfo']",65e0c8eedcc08600279f902d
2024,Columbia University,Secular,Linda Thomas-Greenfield,Campus Speech,"Gender, Israeli-Palestinian Conflict","Anonymous, Faculty",From the Left,No,No,Attempted Disruption,Not Applicable,"The university's School of International and Public Affairs invited Thomas-Greenfield to speak at an event titled “Preventing and Addressing Conflict-Related Sexual Violence.” As Thomas-Greenfield was speaking protesters began shouting over her calling for attendees to walk out. Some attendees stood up, chanted ""Free, free Palestine,"" and blocked the entrance, before leaving. Thomas-Greenfield finsihed her remarks.","Neutral: A university spokesperson said: ""Today’s event was about bringing together officials and experts on horrific use of sexual violence in conflicts around the world—and giving voice to those impacted wherever and whenever it occurs.""","['https://www.algemeiner.com/2024/02/12/you-will-burn-pro-hamas-demonstrators-heckle-hillary-clinton-at-columbia-university-event/', 'https://www.motherjones.com/politics/2024/02/hillary-clinton-protesters-sexual-violence-columbia-hamas-gaza-israel/', 'https://www.foxnews.com/politics/watch-hillary-clinton-speech-repeatedly-interrupted-pro-palestinian-protesters', 'https://www.msn.com/en-us/news/politics/hillary-clinton-repeatedly-interrupted-by-protesters-at-columbia-university/vi-BB1i3l0i', 'https://www.youtube.com/watch?v=wyZ2GK8nGfo']",65e0c9b1e695a300287315bd
2024,San Jose State University,Public,Jeffrey Blutinger,Campus Speech,Israeli-Palestinian Conflict,"Activist(s), General Public, Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Students called for Blutinger's, a Jewish professor at California State - Long Beach, talk to be canceled. The event was not canceled, but it was relocated from its original location. On the day of the event student protesters blocked entrances and chanted that ""Zionists are not welcome"" on campus. About 20 minutes into Blutinger's speech shoving started between protesters and police in the hallway outside the room wherehe was speaking and Blutinger was escorted off-campus by police for his saftey.",None.,"['https://www.thecollegefix.com/police-shield-jewish-professor-as-raucous-pro-palestinian-protest-escalated-into-violence/', 'https://twitter.com/SFJCRC/status/1759725560828424514', 'https://www.kron4.com/news/bay-area/san-jose-state-university-professor-placed-on-leave-after-clash-with-pro-palestine-students/', 'https://www.theblaze.com/news/cops-protect-jewish-professor-as-sjsu-students-underscore-free-speech-and-zionists-are-not-welcome', 'https://edsource.org/updates/san-jose-state-professor-placed-on-leave-after-altercation-with-student-protestor', 'https://www.latimes.com/california/story/2024-02-26/san-jose-university-puts-professor-on-leave-after-altercation-with-pro-palestine-student', 'https://www.latimes.com/california/story/2024-02-26/san-jose-university-puts-professor-on-leave-after-altercation-with-pro-palestine-student', 'https://momentmag.com/jeffrey-blutinger-talk-shut-down/']",65e0cafaaf89e8002876d651
2024,University of Puget Sound,Secular,Derek Kilmer,Campus Speech,Israeli-Palestinian Conflict,Anonymous,From the Left,No,No,Substantial Event Disruption,No,"Kilmer, a member of the House of Representatives, was scheduled to give the annual Susan Resneck Pierce Lecture at the university. Before Kilmer could begin his remarks, pro-Palestinian protesters entered the venue and took the stage, stamping their feet and using a bullhorn to chant slogans. Local police shut down the event.","[Honor Roll] Neutral: The university president said that the university permitted the protesters to assemble outside the venue, but asked they not interfere with the speech. After the disruption of the event, the president apoloogized and said that: """"That this action was taken at an event specifically focusing on building bridges across differences is profoundly ironic and disappointing. While we respect the right to protest, and support opportunities for students to do so, behavior that materially disrupts university operations and events, impedes discourse, and infringes on the rights of others is unacceptable.""","['https://www.thenewstribune.com/news/local/article285806786.html', 'https://www.pugetsound.edu/events/spring-2024-susan-resneck-pierce-lecture', 'https://fightbacknews.org/articles/tacoma-students-shut-down-zionist-politicians-lecture']",65e0d25e660c4b00275122d6
2024,University of Pittsburgh,Public,Bhavini Patel,Campus Speech,Israeli-Palestinian Conflict,Administrator(s),From the Left,No,No,Revoked,No,"Patel, a graduate of the university as well as a congressional candidate and supporter of Israel, was scheduled to appear at the university to speak with students about her experience at the university. A day before the event, it was called off. The univesity said that it asked Patel to postpone the event because its policies bar ""directly or indirectly engaging in any political campaign activities"" and they were concerned that the event woukd not remain focused on Patel's experiences at the university. Patel said that the university canceled the event ""citing concerns of disruption and my safety"" from supporters of one of her primary opponents who is a critic of Israeli military policy in Gaza.","Neutral: A statement released by the university said: ""The Frederick Honors College at the University of Pittsburgh regularly invites distinguished alumni to speak to students about their time at Pitt. It was in this capacity, not as a political candidate, that the University invited Bhavini Patel to speak. As the event drew closer, it became clear that it would not be possible to host the event at the originally planned location and keep the focus of the event on her experience as a Pitt alumna.""","['https://www.wesa.fm/politics-government/2024-02-08/patel-pitt-canceled-event', 'https://www.thefp.com/p/could-october-7-bring-down-the-squad', 'https://jewishchronicle.timesofisrael.com/identity-politics-dogs-patel-campaign-for-12th-district-house-seat/', 'https://triblive.com/news/politics-election/a-canceled-pitt-event-for-congressional-candidate-heats-up-12th-district-race/']",65e0d2c24b44140028e7081f
2024,"University of California, Berkeley",Secular,Ran Bar-Yoshafat,Campus Speech,Israeli-Palestinian Conflict,"Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,Yes,"Students Supporting Israel at Berkeley and the Berkeley Tikvah invited Bar-Yoshafat, an Israeli lawyer and former Israeli Defense Force member, to campus to speak about Israel's “international legal challenges” and if it was currently violating international law and the rules of wartime conduct in Gaza. After learning about the event university police decided to change the venue to one they considered more secure and deployed additional security. The university police also asked Bar-Yoshafat to wear a hat when entering campus to hide his identity. A protest organized by a student group, Bears for Palestine, marched to the venue chanting ""Long live the intifada,"" ""Hey hey, ho ho, the occupation has got to go,"" and ""Killers on campus."" Once at the venue protesters crowded the side entrances of the venue, and smashed two windows and a door. Police then canceled the event. Four event attendees allege they were attacked by the protesters.","Neutral: The university's chancellor, vice chancellor, and provost addressed the campus community: ""We are committed to responding to violations of our ""Time, Place, and Manner"" rules. We deeply respect the right to protest as intrinsic to the values of a democracy and an institution of higher education. Yet, we cannot ignore protest activity that interferes with the rights of others to hear and/or express perspectives of their choosing. We cannot allow the use or threat of force to violate the First Amendment rights of a speaker, no matter how much we might disagree with their views. We cannot allow the use or threat of force to imperil members of our community and deny them the ability to feel safe and welcome on our campus. We cannot cede our values to those willing to engage in transgressive behavior ... The attack on the building, and on the event, was an attack on the fundamental values of the university, which are also essential to maintain and nurture open inquiry and an inclusive civil society, the bedrock of a genuinely democratic nation. We are now, and will remain in the future, committed to Free Speech as essential to our educational mission, our institutional identity, and the strength of our community. We hope for your support as we seek to protect and preserve our Principles of Community.""","['https://www.dailywire.com/news/watch-uc-berkeley-jewish-students-forced-to-evacuate-after-mob-storms-event-with-idf-soldier', 'https://www.dailymail.co.uk/news/article-13132909/mob-University-California-Berkeley-IDF-soldier-Jewish.html', 'https://jweekly.com/2024/02/27/mob-violence-at-uc-berkeley-shows-free-speech-doesnt-exist-for-zionists/', 'https://www.dailycal.org/news/campus/student-life/protests-shut-down-event-with-israeli-attorney-ran-bar-yoshafat/article_3107e976-d52e-11ee-bec1-1f866f1b32b7.html', 'https://www.thefp.com/p/expel-berkeley-rioters', 'https://www.insidehighered.com/news/students/free-speech/2024/02/29/uc-berkeley-evacuates-event-amid-pro-palestinian-protest', 'https://www.thefp.com/p/berkeley-riot-self-driving-cars-richard-lewis', 'https://www.wsj.com/articles/uc-berkeley-antisemitism-ran-bar-yoshafat-palestine-israel-hamas-446ffb05', 'https://news.berkeley.edu/2024/02/27/upholding-our-values']",65e0d30f7a08a00029b7baac
2024,"Brigham Young University, Idaho",Religious,Ryan Nielsen,Performance,Religion,Administrator(s),From the Right,No,No,Revoked,No,"Nielsen, a professor at Utah Valley University and a former professor at BYU-Idaho, was invited to teach trumpet workshops and perform as a guest artist at a jazz festival on the Rexburg campus. The administration revoked Nielsen's invitation and permanently banned him from performing or teaching as a ""speaker"" on campus because Nielsen had publicly discussed his decision to leave The Church of Jesus Christ of Latter-day Saints, which owns BYU-Idaho.",None.,[],65e0d34f3c7985002a43b098
2024,University of Houston,Public,Shahzia Sikander,Campus Speech,"Abortion, Religion","Activist(s), Administrator(s)",From the Right,No,No,Revoked,No,"Sikander, an artist, was scheduled to speak at the opening of an exhibit diplsaying two pieces of her artwork (Witness and Reckoning) at the univerisity. Multiple off-campus activists groups, TFP Student Action and Texas Right to Life, started petitions demanding the exhibits cancelation. The university canceled the opening ceremonies, including Sikander's talk, after these petitions garnered national attention and Texas Right to Life organized an on-campus protest. Witness remains on display. Reckoning, an animated shirt film, was not installed at the time the exhibit opened and it is unclear if or when it will be shown.",None.,"['https://hyperallergic.com/874193/houston-university-cancels-shahzia-sikander-talk-after-anti-abortion-group-complaints/', 'https://www.houstonpublicmedia.org/articles/education/2024/02/27/479098/university-of-houston-cancels-opening-ceremony-increases-security-around-satanic-art-installation/', 'https://www.chron.com/culture/religion/article/university-houston-satanic-statue-18694140.php', 'https://www.theartnewspaper.com/2024/02/26/shahzia-sikander-speaks-out-after-her-opening-in-texas-is-cancelled', 'https://publicartuhs.org/wp-content/uploads/2024/02/Temporary-Art-Exhibit-at-the-University-of-Houston-Final.pdf']",65e0d39edd9020002899e284
