Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2022,"Yale University, Yale Law School",Secular,Kate Stith,Campus Speech,"Civil Liberties, Gender, Religion, Sexuality",Student(s),From the Left,No,No,Substantial Event Disruption,Yes,"Law school students protested a Federalist Society-organized panel discussion on civil liberties featuring Monica Miller and Kristen Waggoner, moderated by Stith, because of Waggoner's stance on LGBTQ issues. Students also claimed that the university was putting the free speech concerns of the panel ahead of the free speech concerns of students by having police present who supposedly intimidated protesters. The protesters began interrupting the event when the moderator tried to introduce the panel. The interruptions continued throughout the event in the form of heckling inside the hall and stomping, shouting, clapping, singing, and pounding the walls outside the room, loudly enough that it was difficult to hear the speakers. The associate dean of the law school was present the entire time and never confronted any of the protesters. Nearly three weeks later, the law school dean issued a statement saying the protesters' behavior was “unacceptable"" but that it did not violate the school's free expression policy.","Neutral (Disingenuous), Appeased Protesters. Several weeks after the event, the law school dean issued a statement that included: ""In accordance with the University’s free expression policy, which includes a three-warning protocol, those protesting exited the room after the first warning, and the event went forward. . . .Together, we will figure out how to nurture a thriving intellectual environment while maintaining a community of equality and mutual respect. It is harder than ever to find common ground; the stakes are high, and the rights of cherished members of our own community are under attack. But it is essential that we keep this community together despite the many forces seeking to divide us.""",[],65c1510479db8200391e95bc
2022,"Yale University, Yale Law School",Secular,Kristen Waggoner,Campus Speech,"Civil Liberties, Gender, Religion, Sexuality",Student(s),From the Left,No,No,Substantial Event Disruption,Yes,"Law school students protested a Federalist Society-organized panel discussion on civil liberties featuring Waggoner and Monica Miller moderated by Kate Stith, because of Waggoner's stance on LGBTQ issues. Students also claimed that the university was putting the free speech concerns of the panel ahead of the free speech concerns of students by having police present who supposedly intimidated protesters. The protesters began interrupting the event when the moderator tried to introduce the panel. The interruptions continued throughout the event in the form of heckling inside the hall and stomping, shouting, clapping, singing, and pounding the walls outside the room, loudly enough that it was difficult to hear the speakers. The associate dean of the law school was present the entire time and never confronted any of the protesters. Nearly three weeks later, the law school dean issued a statement saying the protesters' behavior was “unacceptable"" but that it did not violate the school's free expression policy.","Neutral (Disingenuous). The law school released a statement claiming that Yale police officers ""were already on hand [when the panel started and] . . . that assistance was not needed and the event went forward until its conclusion.""",[],65c1510479db8200391e95c3
2022,"Yale University, Yale Law School",Secular,Monica Miller,Campus Speech,"Civil Liberties, Gender, Religion, Sexuality",Student(s),From the Left,No,No,Substantial Event Disruption,Yes,"Law school students protested a Federalist Society-organized panel discussion on civil liberties featuring Miller and Kristen Waggoner, moderated by Kate Stith, because of Waggoner's stance on LGBTQ issues. Students also claimed that the university was putting the free speech concerns of the panel ahead of the free speech concerns of students by having police present who supposedly intimidated protesters. The protesters began interrupting the event when the moderator tried to introduce the panel. The interruptions continued throughout the event in the form of heckling inside the hall and stomping, shouting, clapping, singing, and pounding the walls outside the room, loudly enough that it was difficult to hear the speakers. The associate dean of the law school was present the entire time and never confronted any of the protesters. Nearly three weeks later, the law school dean issued a statement saying the protesters' behavior was “unacceptable"" but that it did not violate the school's free expression policy.","Neutral (Disingenuous). The law school released a statement claiming that Yale police officers ""were already on hand [when the panel started and] . . . that assistance was not needed and the event went forward until its conclusion.""",[],65c1510479db8200391e95ca
2022,"Yeshiva University, Benjamin Cardozo Law School",Religious,Rabab Abdulhadi,Campus Speech,"Israeli-Palestinian Conflict, Terrorism",Administrator(s),From the Right,No,No,Revoked,No,"The university president canceled an event featuring Abdulhadi, citing Abdulhadi's past support of a U.S.-designated terrorist organization. Students petitioned the administration to reverse its decision.","Condemned Content of Expression. The university president wrote: “As the flagship Jewish university, Yeshiva University proudly supports Israel and its right to exist as central to our core values. In that spirit, we made a recent decision to cancel a student-scheduled guest speaker at Cardozo Law School. . . .While I know that our students were well-intentioned, all people of good conscience must stand against hate. Spirited debate about government policy and sanctions cannot descend into advocacy of violence. . . .The current anti-Semitic vitriol on college campuses today that so often uses anti-Israel rhetoric will find no home or harbor at this university.”",[],65c1510479db8200391e95d1
2022,Brown University,Secular,Peter Boghossian,Campus Speech,"Gender, Health, Race, Sexuality",Administrator(s),From the Left,No,No,Revoked,No,"A student fellow affiliated with the Ayaan Hirsi Ali Foundation worked with the Brown RISD Hillel to invite Boghossian to speak on campus. After the student began to advertise the event they were contacted by an administrator to answer questions about the event. The next day the Brown HISD Hillel informed the student that the event featuring Boghossian could no longer be held and the event was canceled, presumably because of his role in The Grievance Studies controversy.",None,"['https://browninterviews.org/they-think-their-conviction-makes-them-a-better-person-brown-interviews-peter-boghossian/', 'https://boghossian.substack.com/p/brown-university-what-happened', 'https://dartreview.com/an-interview-with-peter-boghossian/', 'https://boghossian.substack.com/p/social-justice-reverse-q-and-a-university', 'https://www.nationalprogressalliance.org/work/']",65e0ca1237eef7002762932e
2022,Franklin College,Secular,The Submission,Performance,"Race, Sexuality","Faculty, Student(s)",From the Left,No,No,Canceled,No,"After a post-performancce discussion among students and faculty about the play's message and whether it promoted racism and homophobia instead of trying to correct them, the remaining performances of the play were canceled because of the play's ""excessive racism and homophobia.""","Neutral, Appeased Protesters: In a statement the college said: ""Despite efforts to have a post-performance discussion, issues related to the script's dialogue and the production's themes understandably raised a number of concerns within the campus community. Plans are being developed for a wider campus discussion to address those concerns which remain as well as the broader issues which underlie them.""",[],66154974bdbaef0026dcdaca
2022,Harper College,Community College,Carly Tomaine,Campus Speech,Political Views,Activist(s),From the Left,No,No,Attempted Disruption,Not Applicable,"The campus chapter of Turning Point USA worked with an off-campus activist group, the Leadership Insitute, to host a Youth Leadership Workshop with Tomaine as an invited speaker. An Antifa Twitter account, Antifascist Runor Mill, encuraged students opposed to Tomaine's appearance to fill seats and disrupt the event and tweeted a picture of Tomain's headshot with a red line through it. The college provided extra security for the event, which occurred without disruption.",None.,"['https://www.campusreform.org/article/campus-police-step-antifa-threatens-leadership-institute-training-event/19210', 'https://web.archive.org/web/20220307171311/https://twitter.com/AntifaMillChi/status/1500882163901911048']",662baa4c23172700283b5e16
2022,State University of New York at Buffalo,Public,Allen West,Campus Speech,"Political Views, Race","Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Young Americans for Freedom invited West to speak on campus. West's appearance was protested by students, who organized a walkout of classes on the day of West's speaking event. West completed his speech but the Q&amp;A session was disrupted by student protesters and ended abruptly. West was then escorted out of the event by campus police officers.","Honor Roll, Neutral.  In a statement the university said: ""As a public university, all members of the UB community and invited guests have a right to peacefully express their views and opinions, regardless of whether others may disagree. This includes the right of individuals to oppose the views or opinions of others – including peaceful protests – but not in such a way as to limit or prevent the speaker’s freedom of expression or interfere with university operations. West was invited to campus by the UB student chapter of the Young Americans for Freedom. Student government-sponsored clubs are permitted to invite speakers to campus, provided they abide by university guidelines and state laws concerning public events on campus.""","['https://www.yaf.org/news/breaking-allen-west-escorted-from-yaf-event-by-police-irate-mob-chases-and-assaults-conservative-student/', 'https://buffalonews.com/news/local/crime-and-courts/student-group-leaders-report-harassment-after-conservative-commentators-speech-at-ub/article_f4ae991e-b76d-11ec-919e-933aaf30ab02.html', 'https://www.buffalo.edu/president/from-the-president/communications/Reaffirming-UBs-Commitment.html', 'https://twitter.com/yaf/status/1512240140084731904', 'https://www.buffalo.edu/news/releases/2022/04/014.html', 'https://www.ubspectrum.com/article/2022/04/allen-west-speaks-at-ub-prompts-dialogue-around-race-and-american-values', 'https://buffalonews.com/opinion/editorial/the-editorial-board-free-speech-doesn-t-include-the-right-to-shut-down-debate-on/article_7c159958-bcef-11ec-8802-2347926330bd.html', 'https://www.youtube.com/watch?v=WnwYsLeVeV8']",668ff01d187537002829e084
2022,Purdue University,Public,Sex in the Dark,Campus Speech,Sexuality,"Administrator(s), Student Group(s)",From the Right,No,No,Revoked,No,"The Purdue Student Union Board planned to host an event called ""Sex in the Dark"", a sex education presentation that would allow students to ask anonymous questions to two ""sex experts"". However, administrators postponed the event after receiving complaints from another student group called Boiler Catholics that the event was ""promoting premarital sex and hookup culture."" The event does not appear to have been rescheduled.","Neutral (Disingenuous).  In a statement the director of student activities and organizations said: ""The postponement, like for many events, was to better the event, and in this case we want to make a greater impact on the student body. This event will happen in the spring and our goal is to increase the number of people as well as the scale of the event.""",[],66df3ae4e8ba8702ec994abf
2022,Northeastern University,Secular,Taher Herzallah,Campus Speech,Israeli-Palestinian Conflict,"Activist(s), Administrator(s)",From the Right,No,No,Revoked,No,"The Jewish non-profit organization Stop Antisemitism called on Northeastern (and the University of California, San Diego) to cancel Herzallah's talk on campus because of he is a ""dangerous antisemite."" Herzallah's talk at Northeastern was either canceled or moved off-campus, and Stop Antisemitism thanked Norteastern's administration and its president.",None.,[],66df3b70e8ba8702ec99516b
