Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2016,George Washington University,Secular,Action Bronson,Performance,"Gender, Sexuality","Administrator(s), Student Group(s), Student(s)",From the Left,Yes,Yes,Revoked,No,"Students protested the university's invitation of Bronson to perform at a spring concert because of Bronson's lyrics about women and rape, which the students called misogynistic. The students also said Bronson has “a history of public transphobia."" Students petitioned the university president to disinvite Bronson from participating in the performance. The university canceled the performance.","Condemned Content of Expression, Appeased Protesters. The program board posted on Facebook: “We apologize to the GW community for causing distress over the past few days and for attempting to bring an artist who is not consistent with our values of diversity and inclusion. . . . Spring fling is intended to be an event for all students to enjoy and including Action Bronson in the day would go against this.”",[],65c1510c79db8200391ea085
2016,Georgetown University,Religious,Cecile Richards,Campus Speech,Abortion,"Activist(s), Public Figure(s)",From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society and local religious leaders opposed Richards, arguing her role as president of Planned Parenthood does not align with traditional Catholic values. The university refused to cancel the event and Richards spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university released a statement in response to the Richards' controversy: ""We recognize that the perspectives of some speakers run counter to the Catholic and Jesuit values that animate our university. . . . We work very hard to ensure that these values maintain a privileged place in our community while at the same time providing a forum that does not limit speech either in the content of the view being expressed or the speaker expressing the view.""",[],65c1510c79db8200391ea08c
2016,"Georgetown University, Walsh School of Foreign Service",Religious,Jeh Johnson,Commencement Speech,Immigration,"Student Groups(s), Student(s)",From the Left,Yes,Yes,Disinvitation Attempt,Not Applicable,"In a letter, Undocu Hoyas, a group of undocumented students, asked the university to rescind its invitation of then-Secretary of Homeland Security Johnson to speak at the School of Foreign Service commencement, objecting to Johnson’s role in immigration policy enforcement. Their efforts were joined by other student groups, including Hoyas for Immigrant Rights, and student petitions both for and against having Johnson speak were circulated online. The university didn't waver and Johnson spoke successfully.","Supported Speaker (or Artist) as a Person. ""Johnson . . . has for decades been engaged in critical issues facing our nation and our world, such as homeland security, migration, terrorism, disaster response and more. . . .These are challenges without simple answers and finding solutions requires collaboration, negotiation and compromise among stakeholders and policy makers.”",[],65c1510c79db8200391ea093
2016,Gonzaga University,Religious,Bob Ferguson,Commencement Speech,"Civil Liberties, Sexuality, religion, other",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society urged the university to rescind its invitation of Ferguson to deliver a commencement speech because of Ferguson's support for gay marriage and the influence, in the society's view, of those views on Ferguson's decisions in religious freedom- and free speech-related legal cases. Ferguson spoke successfully.",Unknown,[],65c1510c79db8200391ea09a
2016,Hampshire College,Secular,Emily Wong,Commencement Speech,Other,Student(s),Not Applicable,No,No,Revoked,No,"After students protested the college president's selection of Wong to deliver a commencement speech, the college rescinded its invitation and students and faculty selected a new speaker who could ""directly address student concerns"" including transphobia, racial issues, and sexual violence.","Appeased Protesters. The university president said: “In light of the issues our community has been discussing in recent weeks, and the fact that the suggestion of Dr. Wong as a speaker came from me, rather than from students, I felt that this [disinviting Dr. Wong] was the right thing to do.""",[],65c1510c79db8200391ea0a1
2016,"Harvard University, Harvard Law",Secular,Ryan Bomberger,Campus Speech,"Abortion, Race, Class or Policy Issues",Student(s),From the Left,No,No,Substantial Event Disruption,No,"Students in the audience shouted down Bomberger for saying that more black babies are aborted than born alive in New York City. Bomberger resumed speaking, but faced some hostile exchanges during the Q&amp;A.",None,[],65c1510c79db8200391ea0a8
2016,Iowa State University,Public,Milo Yiannopoulos,Campus Speech,Political Views,"Administrator(s), Student Group(s), Student(s)",From the Left,No,No,Revoked,No,"Students for Trump rescinded its invitation to Yiannopoulos after the university declined to waive an additional $2,000 security fee.","Neutral (Disingenuous). The official statement from the university explained: “Events may require additional facility staffing to address additional service requests and/or risk management concerns at the expense of the organization hosting the event. . . . Physical altercations, bomb threats and threats of weapons violence at other universities where Yiannopoulos has appeared or was scheduled to appear resulted in the need for the Memorial Union to require additional security for the event.""",[],65c1510c79db8200391ea0af
2016,La Roche College,Religious,Mark Shriver,Commencement Speech,"Abortion, other",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society urged the college to rescind its invitation of Shriver to deliver a commencement speech because of Shriver's views on abortion and because Shriver's organization, the Save the Children Action Network, ""promotes contraception and is reportedly linked to Planned Parenthood."" Shriver spoke successfully.",Unknown,[],65c1510c79db8200391ea0b6
2016,Louisiana State University,Public,Milo Yiannopoulos,Campus Speech,"Gender, Immigration, Race, Religion, Sexuality","Student Group(s), Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,Student LGBTQ groups met with administrators to try to stop Yiannopoulos from speaking on campus due to statements that the groups considered offensive. Yiannopoulos spoke successfully.,"Neutral.  The university media relations director said: ""The University’s role is to provide a facility, as we would to any of our student groups who go through the event process. Simply providing a facility does not equal an endorsement by the University of any event held on campus.""",[],65c1510c79db8200391ea0bd
2016,Loyola Marymount University,Religious,Bill Clinton,Commencement Speech,"Abortion, Sexuality, Civil Liberties, scientific views, other",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society urged the university to rescind its invitation of Clinton to deliver a commencement speech, objecting to Clinton's views on abortion and embryonic research and support for gay marriage and calling Clinton a ""poor moral example to the University's students."" Clinton spoke successfully.","Supported Speaker (or Artist) as a Person. The university president said:  ""[Clinton is] a great statesman [and his commitment to improving the lives of other people should] inspire graduates to seek lives of meaning, purpose and global impact.”",[],65c1510c79db8200391ea0c4
