Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2003,Quincy University,Religious,Paul Harvey,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Withdrew,Yes,The Cardinal Newman Society objected to the the university's invitation of Harvey to deliver a commencement speech because of Harvey's views on abortion. Harvey withdrew from delivering the speech.,"Encouraged (Approved of) Self-Censorship. The interim president stated: ""We had hoped very much that he would take part in our commencement exercises, but we respect his wishes . . . To my knowledge, Paul Harvey withdrew from the invitation to be our commencement speaker for personal reasons, but has agreed to come to our campus at a later date to participate in a fund-raising activity or other event to honor his longtime friend Joe Bonansinga.""",[],65c1511979db8200391eb2c5
2003,Regis College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed a performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511979db8200391eb2cc
2003,Rivier College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Administrator(s)",From the Right,No,No,Rejected,No,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number — was provided on the Cardinal Newman Society's website. The college informed students that the play could not be performed on campus and banned the performance.",Unknown,[],65c1511979db8200391eb2d3
2003,Rockford College,Secular,Chris Hedges,Commencement Speech,Foreign Affairs,Student(s),From the Right,No,No,Substantial Event Disruption,No,"During a commencement speech, students heckled Hedges, rushed the podium, and unplugged his microphone, objecting to Hedges' anti-war views. After briefly addressing the audience on the importance of academic freedom and Hedge's right to offer his opinion, the college president suggested that Hedges end his speech early for his own protection. Hedges was then escorted off the stage by campus security guards.","Honor Roll
Neutral. During the disruption, the president of the college took the microphone and said: ""If you wish to protest the speaker's remarks, I would ask that you would do it in silence, as some were doing in the back. That is perfectly appropriate. But he has the right to offer this opinion here, and we would like him to continue with his remarks."" Afterwards he told reporters: I don't apologize for the fact that I let Mr. Hedges continue to speak after he was stopped the first time and for the statement that I made to allow that to go forward. I do apologize for the fact that for all kinds of reasons this turned into not a celebration of their [the students'] achievements and a reflection on the mark they might make in the world but became really an example of, I think, just the sort of unfortunate state of our conversations in this society about war.""",[],65c1511979db8200391eb2da
2003,"Rutgers University, New Brunswick",Secular,Natan Sharansky,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"A student threw a pie at Sharansky during his speech, objecting to Sharansky's pro-Palestinian views. Sharansky spoke despite the pie-throwing.",Unknown,[],65c1511979db8200391eb2e1
2003,Saint John Fisher College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed a performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511979db8200391eb2e8
2003,Saint Joseph's University,Religious,Rick Santorum,Commencement Speech,Sexuality,"Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,Students and faculty petitioned the university to rescind its invitation of Santorum to deliver a commencement speech because of Santorum's negative comments about homosexuality. Some students walked out during his speech but no major disruptions occurred.,"Honor Roll, High Honors
Neutral. A spokesperson reported on the Trustees reasoning as follows: “We're trying to send a message that all views are welcome here, regardless of their popularity. . . .This many not be a popular path, but if we stand for tolerance, we can’t be intolerant of anyone, and we hope all involved will keep that in mind.”",[],65c1511979db8200391eb2ef
2003,Saint Louis University,Religious,Bill McLellan,Commencement Speech,Scientific Views,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society objected to the university's invitation of McLellan to deliver a commencement speech because of McLellan's views on abortion and stem cell research. McClellan spoke successfully.,Unknown,[],65c1511979db8200391eb2f6
2003,Saint Louis University,Religious,Donald J. Carty,Commencement Speech,Criminal or Other Misconduct,Administrator(s),From the Left,No,No,Withdrew,No,Carty withdrew from delivering a commencement speech over corporate corruption concerns. Both Carty and the university claimed the decision was mutual.,"Encouraged (or approved of) Self-Censorship. A university spokesperson clarified that: “It was decided that in light of the recent developments, he [Carty] wouldn't be speaking at our commencement this year.”",[],65c1511979db8200391eb2fd
2003,Saint Louis University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed a performance of the play, The Vagina Monologues, and encouraged students and others to ask the university president to cut all ties or sponsorships of the performance. A sample letter — along with the university president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511979db8200391eb304
