Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2014,"University of California, Berkeley",Public,Bill Maher,Commencement Speech,Religion,"Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Maher's criticism of Islam drew backlash, and the Middle Eastern, Muslim and South Asian Coalition at Berkeley circulated petitions to get Maher's invitation to speak at commencement rescinded. The Californians, the student group tasked with selecting commencement speakers, then voted to disinvite Maher, but the university overrode the group's decision. Maher spoke without major incident.","Honor Roll, High Honors
Neutral. The university chancellor's statement included: “The UC Berkeley administration cannot and will not accept this decision, which appears to have been based solely on Mr. Maher’s opinions and beliefs, which he conveyed through constitutionally protected speech.”",[],65c1510f79db8200391ea578
2014,"University of California, Irvine",Public,Nonie Darwish,Campus Speech,Religion,Administrator(s),From the Left,No,No,Revoked,No,"Anteaters for Israel invited Darwish to its annual iFest, a week-long program of pro-Israel speakers and activities, but were pressured by Orange County Hillel to rescind Darwish's invitation because Darwish is ""anti-Muslim."" The university police claimed that Darwish's visit would require heightened security, but that they would have trouble providing it, specifically because the event conflicted with Janet Napolitano's visit to campus, which was also expected to be protested. Seemingly convinced by these arguments, Hillel and the Jewish Federation withdrew their support for the event and Anteaters for Israel canceled Darwish' speech.",None,[],65c1510f79db8200391ea57f
2014,"University of California, UC Law San Francisco",Public,Janet Napolitano,Commencement Speech,Immigration,"Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students protested and petitioned against the unversity's selection of Napolitano as commencement speaker, objecting to Napolitano's role in the deportation of illegal immigrants while she was chief of Homeland Security. The dean said that he personally does not support Napolitano's views but also stressed that ""controversy . . . is integral to the progress of the law."" Napolitano spoke successfully.","Condemned Content of Expression, Appeased Protesters. The dean spoke of his personal work in helping immigrants, implying he disagreed with Napolitano's views: ""As a lawyer working on a pro bono basis, I did my best to protect the rights of all persons in the campaign against Proposition 187 twenty years ago. As a scholar who has written on these subjects, I have argued for constitutional principles to apply at the borders just as they do within the nation.""",[],65c1510f79db8200391ea586
2014,"University of Illinois, Chicago",Public,Honor Diaries,Cinema,"Gender, Religion","Activist(s), Administrator(s)",From the Left,No,No,Canceled,No,"An activist organization started a Twitter campaign criticizing the film, Honor Diaries, as Islamophobic. The university canceled the screening.",None,[],65c1510f79db8200391ea58d
2014,"University of Michigan, Dearborn",Public,Honor Diaries,Cinema,"Gender, Religion","Activist(s), Administrator(s)",From the Left,No,No,Canceled,Yes,"An activist organization started a Twitter campaign criticizing the film, Honor Diaries, as Islamophobic. The university canceled the screening. The following year, the film was successfully screened on campus.",None,[],65c1510f79db8200391ea594
2014,University of Minnesota,Public,Condoleezza Rice,Campus Speech,"Foreign Affairs, Terrorism","Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students and faculty protested the Humphrey School of Public Affairs' invitation of Rice due to Rice's support of the war in Iraq, the torture of detainees, and her role in implementing other Bush administration policies, calling her ""truly dangerous."" Faculty sent a letter objecting to Rice speaking on civil rights. University officials defended their decision. Rice spoke successfully while protests occurred outside the event.",None,[],65c1510f79db8200391ea59b
2014,University of San Diego School of Law,Religious,Shelley Berkley,Commencement Speech,"Abortion, Scientific Views",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Berkley to deliver a commencement speech because of Berkley's views on abortion and cloning in medical research. Berkley spoke successfully.,Unknown,[],65c1510f79db8200391ea5a2
2014,University of San Francisco,Religious,Norman Mineta,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Mineta to deliver a commencement speech because of Mineta's views on abortion. Mineta spoke successfully.,Unknown,[],65c1510f79db8200391ea5a9
2014,University of San Francisco School of Law,Religious,John Roos,Commencement Speech,"Sexuality, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Roos to deliver a commencement speech because of Roos' support for gay marriage. Roos spoke successfully.,Unknown,[],65c1510f79db8200391ea5b0
2014,Utah State University,Public,Anita Sarkeesian,Campus Speech,Gender,Anonymous,From the Right,No,No,Withdrew,No,"An anonymous individual claiming to be a student sent the university a threat, claiming they would commit “the deadliest school shooting in American history” if Sarkeesian gave her lecture. Sarkeesian canceled the event after the university would not agree to disallow firearms at the event. The university argued that under state law people with valid concealed weapons permits would be allowed to take their weapon into the venue.","Neutral. A university spokesperson said what their security plan included: ""We were going to not allow bags in at all. . . . [And we] added officers, both uniform and undercover, and we were going to empty the room and sweep the room [for bombs].”",[],65c1510f79db8200391ea5b7
