Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2004,University of Maryland,Public,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.","Neutral. The assistant director of university communications responded to the ad saying: ""The subject matter that is raised by the play is certainly a valid discussion to be raised in an academic environment, aside from the whole issue of artistic performance.""",[],65c1511879db8200391eb167
2004,University of Notre Dame,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Alumni, Faculty, Public Figure(s), Student(s)",From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb16e
2004,University of Saint Francis,Religious,Nancy Snyderman,Commencement Speech,Abortion,"Activist(s), Administrator(s), Public Figure(s)",From the Right,No,No,Revoked,No,The university revoked its invitation of Snyderman to deliver a commencement speech after the Cardinal Newman Society and a local bishop objected to Snyderman's support for abortion access.,"Condemned Content of Expression, Appeased Protesters. The university president told Snyderman: “The university recently received information from Bishop D'Arcy containing comments by you on the topic of abortion, and these comments appear to be contrary to the teachings of the Catholic Church. As a Catholic university, we have no choice but to rescind our invitation.""",[],65c1511879db8200391eb175
2004,University of Saint Francis,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Administrator(s)",From the Right,No,No,Rejected,No,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of Saint Francis College —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged parents and alumni to register their protest by contacting university and college presidents listed in the ad, which included the presidents' names, addresses, phone numbers, and emails. College administrators refused to grant students permission to proceed with production of the play.",Unknown,[],65c1511879db8200391eb17c
2004,University of San Francisco,Religious,Gavin Newsom,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Newsom an ""inappropriate speaker"" for commencement because of his views on abortion and called on the university to rescind Newsom's invitation. Newsom spoke successfully.",Unknown,[],65c1511879db8200391eb183
2004,University of San Francisco,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb18a
2004,Villanova University,Religious,Caroll Spinney,Commencement Speech,Other,Student(s),Not Applicable,No,No,Disinvitation Attempt,Not Applicable,"In a campus newspaper poll two-thirds of students said that ""another choice would have been more suitable"" to Spinney, the creator of Big Bird, and the student newspaper declared that Spinney was not a serious enough speaker for commencement. Spinney spoke successfully.","Supported Speaker (or Artist) as a Person. The university president said Spinney is a ""world-class educator.""",[],65c1511879db8200391eb191
2003,Aquinas College,Religious,Roger Wilkins,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Wilkins to deliver a commencement speech because of Wilkins' views on abortion. Wilkins spoke successfully.,Unknown,[],65c1511879db8200391eb198
2003,Bellarmine University,Religious,Christy Brown,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Brown to deliver a commencement speech because of Brown's views on abortion. Brown spoke successfully.,Unknown,[],65c1511879db8200391eb19f
2003,Bellarmine University,Religious,Owsley Brown,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Brown to deliver a commencement speech because of Brown's views on abortion. Brown spoke successfully.,Unknown,[],65c1511879db8200391eb1a6
