Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2018,University of Kansas,Public,United (Flag 2),Artwork,Political Views,Politician(s),From the Right,No,No,Removed,Yes,"The university relocated a flag that was part of a nationally touring art exhibit from a flagpole atop a university building to inside the university art museum after the governor demanded its removal. The state governor said the flag was “disrespectful” and “absolutely unacceptable."" Administrators claimed they were concerned about safety because of angry tweets and a call which a police investigation found to be “more harassing than threatening.” The governor continued to press the university to destroy the flag and even offered to have the Boy Scouts burn it. The university did not take the governor up on his offer.","Neutral (Disingenuous), Appeased Protesters. The Office of the Chancellor issued a statement: ""Over the course of the day, the conversation around this display has generated public safety concerns for our campus community. While we want to foster difficult dialogue, we cannot allow that dialogue to put our people or property in harm’s way.

We have begun the process of relocating the exhibit to the Spencer Museum of Art, where we can continue the important conversation it has generated.""",[],65c1510979db8200391e9d02
2018,University of Maryland,Public,Nigel Farage,Campus Speech,"Foreign Affairs, Immigration, Political Views","Faculty, Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,The university president received numerous emails and letters asking it not to allow Farage to debate Vicente Fox. Farage spoke successfully.,"Honor Roll, High Honors
Neutral. The university president responded to protesters in his opening remarks for the debate: “I am not so sure that we have been so successful in training you to be responsible citizens who know how to live rightly in a free society. . . .The role of a university is not to make ideas safe for students, it is to educate students.”",[],65c1510979db8200391e9d09
2018,University of New Hampshire,Public,Dave Rubin,Campus Speech,"Gender, Immigration, Race","Faculty, Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Students claimed that a Turning Point USA event featuring Dave Rubin could ""incite acts of racism, xenophobia, and transphobia."" The event was moved from its original location because university police “had info of outside agitators” who planned to disrupt the event. At the event's new location students attempted to block people from entering the event and shouted over over Rubin during his speech. The event resumed and Rubin finished his remarks.",None,[],65c1510979db8200391e9d10
2018,University of Pittsburgh,Public,Ben Shapiro,Campus Speech,"Political Views, Race","Administrator(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students petitioned the university to disinvite Shapiro. A few days before the event, the university imposed a $5,500 security fee on the College Republicans, the hosting organization. The university waived the fee after being threatened with a lawsuit by the Alliance Defending Freedom and Shapiro spoke successfully.","Neutral (Disingenuous). A university spokesperson said the decision was made to waive the fees ""in light of the confusion over this issue and the difficult position the College Republicans would be in without additional funds.""",[],65c1510979db8200391e9d17
2018,University of Southern California,Secular,Ben Shapiro,Campus Speech,"Abortion, Gender, Political Views, Race, Religion","Student Group(s), Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students and student groups objected to Shapiro's appearance, claiming he is a purveyor of hate speech, a racist, and known to have made discriminatory comments against multiple minority communities. They protested, in part, by reserving seats in the event venue in order to prevent other students from attending. Shapiro spoke successfully.",Neutral. the university public safety chief told reporters: “Our role is to make sure that all parties on campus may safely exercise their First Amendment rights in accordance with university policy.”,[],65c1510979db8200391e9d1e
2018,University of Southern California,Secular,Eric Garcetti,Campus Speech,"Class or Policy Issues, Police, Race",Activist(s),From the Left,No,No,Substantial Event Disruption,No,"Outside groups protested Garcetti's speech, decrying his approach to city homelessness and police misconduct. Event organizers cut the speech short, fearing for Garcetti's safety.",None,[],65c1510979db8200391e9d25
2018,"University of Southern Maine, Lewiston-Auburn College",Public,Industrial Maine: Our Other Landscape I,Artwork,Criminal or Other Misconduct,"Administrator(s), General Public",Not Applicable,No,No,Removed,No,"The university ordered the painting, Industrial Maine: Our Other Landscape I, and two other paintings removed from the campus art gallery after discovering that the artist is a convicted sex offender. All three paintings were removed.","Condemned Speaker (or Artist) as a Person. An offical university statement said: ""USM received a complaint from a member of the public. The complaint was not about the content of the art, but the artist. After careful review, USM decided to remove his works from this exhibit.""",[],65c1510979db8200391e9d2c
2018,"University of Southern Maine, Lewiston-Auburn College",Public,Industrial Maine: Our Other Landscape II,Artwork,Criminal or Other Misconduct,"Administrator(s), General Public",Not Applicable,No,No,Removed,No,"The university ordered the painting, Industrial Maine: Our Other Landscape II, and two other paintings removed from the campus art gallery after discovering that the artist is a convicted sex offender. All three paintings were removed.","Condemned Speaker (or Artist) as a Person. An offical university statement said: ""USM received a complaint from a member of the public. The complaint was not about the content of the art, but the artist. After careful review, USM decided to remove his works from this exhibit.""",[],65c1510979db8200391e9d33
2018,"University of Southern Maine, Lewiston-Auburn College",Public,Industrial Maine: Our Other Landscape III,Artwork,Criminal or Other Misconduct,"Administrator(s), General Public",Not Applicable,No,No,Removed,No,"The university ordered the painting, Industrial Maine: Our Other Landscape III, and two other paintings removed from the campus art gallery after discovering that the artist is a convicted sex offender. All three paintings were removed.","Condemned Speaker (or Artist) as a Person. An offical university statement said: ""USM received a complaint from a member of the public. The complaint was not about the content of the art, but the artist. After careful review, USM decided to remove his works from this exhibit.""",[],65c1510979db8200391e9d3a
2018,Wesleyan University,Secular,Daniel Handler,Commencement Speech,"Criminal or Other Misconduct, Gender, Race","Alumni, Student(s)",From the Left,No,No,Withdrew,No,"Handler withdrew from speaking at commencement after facing criticism from students and alumni for his comments on gender and race and after being accused of sexual harassment. Anita Hill, who had been invited to the ceremony as an honorary doctorate recipient, replaced Handler as commencement speaker.","Encouraged (or Approved of) Self-Censorship. The university president stated: “Daniel Handler has chosen to withdraw as Wesleyan’s Commencement speaker this May. . . .We've agreed that the focus of the event should be on the Class of 2018, their families and the celebration of graduation.""",[],65c1510979db8200391e9d42
