Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2016,University of Pittsburgh,Public,Milo Yiannopoulos,Campus Speech,"Political Views, Race",Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"During Yiannopoulos' talk, about 10 people got up and stood in front of the stage, chanting, ""Two, four, six, eight — stop the violence, stop the rape."" Other audience members then began chanting, ""Trump! Trump! Trump!"" About halfway through the speech, a student stood up and yelled that Yiannopoulos is a Nazi. Police escorted almost 20 protesters out of the event. Yiannopoulos finished his talk.",None,[],65c1510d79db8200391ea1e3
2016,University of Southern California,Secular,David Horowitz,Campus Speech,"Israeli-Palestinian Conflict, Race",Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"A student wrote an op-ed in the student paper calling for the College Republicans to disinvite Horowitz. Before the event, the student was joined by about a dozen protesters who argued that Horowitz is anti-Muslim and anti-black and that such ""hate speech"" should not be allowed. There were no disruptions at the event and Horowitz spoke successfully.",None,[],65c1510d79db8200391ea1ea
2016,"University of Texas, Austin",Public,Caroline Glick,Campus Speech,Israeli-Palestinian Conflict,"Student Group(s), Student(s)",From the Left,No,No,Revoked,No,"Student groups protested Glick's lecture, funded by the CEO of Davidsohn Gloabal Technologies, because of Glick's pro-Israel views. Student organizers canceled the event because of fears that it would alienate anti-Zionist students.",None,[],65c1510d79db8200391ea1f1
2016,University of Washington,Public,Milo Yiannopoulos,Campus Speech,"Gender, Immigration, Race, Religion, Sexuality","General Public, Student(s)",From the Left,Yes,Yes,Disinvitation Attempt,Not Applicable,"Students and community members petitioned the university to rescind Yiannopoulos' invitation, referring to him as a ""bigot"" and a ""misogynist."" Yiannopoulos spoke successfully, but protests occurred outside the event and one argument between protesters resulted in one of them being shot by the other.","Appeased Protesters. The university president released a statement explaining that, ""while canceling this event would have meant canceling a speech by someone whose views I personally find repulsive, the next time it could be a speaker whose views are more in line with mine, but anathema to someone else.""",[],65c1510d79db8200391ea1f8
2016,"University of Wisconsin, Madison",Public,Ben Shapiro,Campus Speech,Political Views,Student(s),From the Left,No,No,Attempted Disruption,No,"Protesters heckled and interrupted Shapiro throughout his speech. At one point, protesters formed a line in front of the stage and chanted before leaving on their own. Shapiro finished his remarks.","Honor Roll, High Honors
Neutral. In an official statement after Shapiro's speech, the university said: ""We are dedicated to promoting a campus environment where all people feel valued and respected. To that end, the university expects community members to engage in discussion, especially over controversial issues, in ways that are respectful of others’ viewpoints and that promote greater understanding. We are disappointed that some attendees at the event chose not to do so.""",[],65c1510d79db8200391ea1ff
2016,"University of Wisconsin, Milwaukee",Public,Milo Yiannopoulos,Campus Speech,"Gender, Political Views, Race, sexuality","Faculy, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"A student group, the Coalition Against the Ultra Right, and students petitioned the university to cancel Yiannopoulos' speech because of allegations that Yiannopolous promotes rape culture. A faculty group, UWM Against Hate, also petitioned to have Yiannopoulos disinvited. Yiannopoulos's invitation was not rescinded and he spoke successfully.","Neutral. The university chancellor released a statement that read: ""As with any student organization-sponsored event, the University is prohibited by law from restricting access to its facilities based on the organization's viewpoint or the viewpoints of any invited guest or speaker. Thus, Yiannopoulos’ visit must be permitted so long as the sponsoring student organization follows established content-neutral policies and procedures. Supporting free speech is one of UWM’s core values, even when some of those ideas are disagreeable or controversial. That being said, UWM does not endorse Yiannopoulos’ views. Also, no tuition or segregated fee funds are being used to support the event.",[],65c1510d79db8200391ea206
2016,"University of Wisconsin, Stout",Public,French Trappers on The Red Cedar,Artwork,Race,Administrator(s),From the Left,No,No,Cancellation Attempt,Not Applicable,"After students complained, the university's Chancellor and Diversity Leadership Team planned to move two historic murals, including French Trappers on The Red Cedar, from public display to storage because they “reinforce racial stereotypes” of Native Americans. After pressure from free speech activists, including a letter co-authored by FIRE, the university did not move the paintings to storage but did move them to a less visible location.","Condemned Content of Expression, Appeased Protesters. The university chancellor told reporters: ""There's a segment of Native American students, that when they look at the art, to them it symbolizes an era of their history where land and possessions were taken away from them, and they feel bad when they look at them.""",[],65c1510d79db8200391ea20d
2016,"University of Wisconsin, Stout",Public,Perrault’s Trading Fort,Artwork,Race,"Administrator(s), Student(s)",From the Left,No,No,Cancellation Attempt,Not Applicable,"After students complained, the university's Chancellor and Diversity Leadership Team planned to move two historic murals, including Perrault’s Trading Fort, from public display to storage because they “reinforce racial stereotypes” of Native Americans. After pressure from free speech activists, including a letter co-authored by FIRE, the university did not move the paintings to storage but did move them to a less visible location.","Condemned Content of Expression, Appeased Protesters. The university chancellor told reporters: ""There's a segment of Native American students, that when they look at the art, to them it symbolizes an era of their history where land and possessions were taken away from them, and they feel bad when they look at them. . . . [W]e want to make sure that, really, what we decorate our hallways with and what we put in our hallways is consistent with our values to try to attract more Native Americans to the university.”",[],65c1510d79db8200391ea214
2016,Villanova University,Religious,Milo Yiannopoulos,Campus Speech,"Political Views, race, gender",Administrator(s),From the Left,No,Yes,Revoked,No,Administrators canceled Yiannopoulos' appearance in response to widespread criticism from students and alumni because of Yiannopoulos' views on race and feminism. The College Republicans claimed it hadn't extended an invitation: It had posted on Eventbrite to gauge how much interest there would be if he were invited.,"Neutral (Disingenuous). A university spokesperson said that ""the club did not follow proper protocol in organizing the appearance, when they failed to garner approval from staff advisers and the administrators in the Office of Student Life.""",[],65c1510d79db8200391ea21b
2016,Virginia Tech University,Public,Charles Murray,Campus Speech,"Race, Scientific Views","Activist(s), Faculty, Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students, faculty, and local activists opposed the business school's invitation of Murray to give a lecture on capitalism and freedom, objecting to Murray's earlier work on race and intelligence. The university defended the invitation of Murray, but also denounced Murray's prior work. Murray spoke successfully.","Condemned Content of Expression, Appeased Protesters. The president of the university said: ""Dr. Murray is well known for his controversial and largely discredited work linking measures of intelligence to heredity, and specifically to race and ethnicity — a flawed socioeconomic theory that has been used by some to justify fascism, racism and eugenics.""",[],65c1510d79db8200391ea222
2016,Virginia Tech University,Public,Jason Riley,Campus Speech,"Class or Policy Issues, Israeli-Palestinian Conflict, Judiciary System, Political Views, Police, Race",Faculty,From the Left,No,No,Rejected,Yes,"The head of the finance department rejected the university's Pamplin College of Business's invitation to Riley to deliver the BB&amp;T Distinguished Lecture because he and members of other departments feared a repeat of the ""Charles Murray"" protests because Riley had written on ""race issues."" Riley's talk was canceled. Riley was reinvited and he spoke on campus a year later.","Neutral (Disingenuous). The university president made a statement on Twitter: ""As you may have heard, a faculty committee charged with making a recommendation for a Fall 2016 speaker made selection . . . and that invitation was accepted. We learned subsequently that a faculty member, without the knowledge of the committee . . . had extended an invitation to speak in that same slot to Jason Riley. . . . We regret the confusion and assure our friends, parents, students, alumni and partners that we will take the action necessary to ensure that such miscommunication does not occur in the future.”",[],65c1510d79db8200391ea229
2016,Washington State University,Public,Milo Yiannopoulos,Campus Speech,"Gender, Immigration, Race, Religion, Sexuality","Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Yes,"Students petitioned the administration to cancel Yiannopoulos' appearance, alleging bigotry and ""hate speech."" They also organized an alternative event. The College Republicans canceled Yiannopolous' appearance due to adverse weather conditions, which forced the closure of an interstate highway.","Honor Roll
Neutral. The university president stated: ""Universities are free-speech areas, and whether I agree or disagree with his comments, he needs to have the ability to come on campus and articulate his particular views.”",[],65c1510d79db8200391ea230
2016,West Virginia University,Public,Milo Yiannopoulos,Campus Speech,"Political Views, Sexuality",Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,The administration resisted student calls to disinvite Yiannopoulos and he spoke successfully.,"Neutral.  The university president defended Yiannopoulos before the event: ""I will always support the decision to bring a speaker to campus and our community -- no matter how controversial. We never want to censor a person’s right to free speech. It is through listening to people who think differently from others that we learn about the world and discover who we really are. And I believe that is one of the most valuable experiences one can have on a college campus."" 

But after the event the university president also Condemned the Speaker (or Artist) as Person (Not Views): He defended the reputation of a faculty member against what he saw as dishonest accusations by Yiannopoulos. The university president said: ""It is one thing to share differing opinions that others may find offensive. It is another to be defamatory and target individuals. I personally condemn the tactic this speaker chose to vindictively attack one of our faculty members, Daniel Brewster.""",[],65c1510d79db8200391ea237
2016,Williams College,Secular,John Derbyshire,Campus Speech,"Sexuality, Race",Administrator(s),From the Left,No,No,Revoked,No,"Derbyshire was invited to speak as part of the college's ""Uncomfortable Learning"" series in which some alumni pay for a student group to bring to campus speakers whose views might not otherwise be heard. The college president disinvited Derbyshire, calling Derbyshire's writing ""hate speech.""","Condemned Content of Expression. A message from the college president's office included: ""The college didn't invite Derbyshire, but I have made it clear to the students who did that the college will not provide a platform for him. . . . Many of his expressions clearly constitute hate speech, and we will not promote such speech on this campus or in our community.""",[],65c1510d79db8200391ea23e
2016,Xavier University of Louisiana,Religious,Helene Gayle,Commencement Speech,"Abortion, other",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Gayle because of Gayle's views on abortion. Gayle spoke successfully.,None,[],65c1510d79db8200391ea245
2016,Yale University,Secular,Milo Yiannopoulos,Campus Speech,"Race, Other","Student Group(s), Student(s)",Not Applicable,No,No,Postponed,No,The student group Strong Americans at Yale indefinitely postponed Yiannopoulos' appearance after opposing Yiannopoulos tweeting that he would appear in a Native American costume and talk about cultural appropriation.,None,[],65c1510d79db8200391ea24c
2016,Barnard College,Secular,Anne-Marie Slaughter,Commencement Speech,Gender,"Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,Students and faculty opposed Slaughter's selection as commencement speaker because of her scholarship and views on women's career success and because she is not a minority woman. A student started a petition urging the university to replace Slaughter with Chimamanda Ngozi Adichie. Slaughter spoke successfully.,None,['https://www.insidehighered.com/news/2016/02/29/debate-barnard-over-selection-commencement-speaker'],65cb74b334838d0029e8ed0d
2016,"University of California, Irvine",Public,Beneath the Helmet,Cinema,Israeli-Palestinian Conflict,Student Group(s),From the Left,No,No,Substantial Event Disruption,No,"Members of the campus chapter of Students for Justice in Palestine disuprted the film screening by shouting obscenities, blocking some students from entering the room where the film was being shown, and trying to push open the door to take the shouting inside the room. Police had to escort the students in the room to watch the film out and the screening was canceled.","Honor Roll, High Honors, Neutral: The university chancellor said: ""Last night, an incident occurred on campus that we believe crossed the line of civility, prompting me to re-emphasize our position on free speech, safety and mutual respect. The incident centered on a film-viewing event sponsored by Students Supporting Israel. A group of protesters reportedly disrupted the event, blocking exit paths. Participants feared for their safety, calling on our police force for assistance. While this university will protect freedom of speech, that right is not absolute. As I mentioned in a campus message at the beginning of the academic year, threats, harassment, incitement and defamatory speech are not protected. We must shelter everyone's right to speak freely -- without fear or intimidation -- and allow events to proceed without disruption and potential danger.""",[],65cb7536e5351900287affcd
2016,"University of Michigan, Ann Arbor",Public,Republican Presidential Debate,Cinema,Political Views,Anonymous,From the Left,No,No,Attempted Disruption,Not Applicable,"The campus chapter of Young Americans for Freedom partnered with Fox News and the Michigan Review to host a screening of a Republican Presidential Primary Debate. Protesters attempted to disrupt the event repeatedly shouting “Donald Trump is racist!” and loudly beating a drum. A brief physical altercation occurred, but the event resumed and was completed successfully.",None,"['https://www.youtube.com/watch?v=_FXJWL93fI4', 'https://www.thecollegefix.com/video-rowdy-protesters-crash-umich-conservatives-debate-watching-party-tussle-ensues/']",65cb758199595b0027a7d5f2
2016,Saint Louis University,Religious,Allen West,Campus Speech,"Religion, Terrorism","Student Group(s), Student(s)",,No,No,Disinvitation Attempt,Not Applicable,"The SLU Young Republicans and Young America's Foundation invited West to campuus. Before the event, West wrote a blog post titled ""Folks, I've just been CENSORED"" claiming that a university administrator had told the SLU Young Republicans that they could not use the phrase ""radical Islam"" on their flyers promoting the event. In the blog post West also refered to the students as ""little cupcakes"" and said that the Muslim Student Association was a ""stealth jihad radical Islamic campus organization."" A group of law students wrote to the university administration and asked that the event be moved off-campus because the previous Fall SLU's Law Students for Reproductive Justice wanted to invite an attorney for Planned Parenthood, and former law professor, to speak but had their request rejected because the speech conflicted with the university's values. West spoke successfully, although some students silently walked out of the room as he delivered his speech.","Neutral: “In recent days, many others and I have worked to hear and understand the pain our Muslim students and allies are feeling. Let me take this opportunity to remind these — and all — SLU students that I am in solidarity with you. As an institution of higher learning, SLU must resist the urge to suppress speech and instead expose all ideas and positions, provocative or pedestrian, to critical scrutiny. The fundamental purpose of a community of scholars and learners is to engage respectfully rather than repress.”",[],661567937a64ae00263be67f
2016,"University of Illinois, Chicago",Public,Donald Trump,Campus Speech,Political Views,"General Public, Student(s)",From the Left,No,No,Withdrew,No,"Trump decided to cancel a rally on-campus due to safety concerns. A spokesperson for the campaign said that the decision was made after Mr. Trump met with law enforcment. A spokesperson for the Chicago Police Department denies this meeting took place and that they assured the Trump campaign ""they had more than adequate resources and could guarantee him safe access and exit from the event, as well as the safety of all the attendees, supporters and protesters.""","Neutral.  The university police chief said: ""The University of Illinois at Chicago worked with all appropriate agencies to address the security concerns associated with an event of this nature including the Secret Service, Chicago Police Department and Illinois State Police as well as campaign and protest organizers. The vast majority of attendees at today's events exercised their Constitutional rights of free speech and free assembly peacefully. The abrupt announcement of the cancellation of the event created challenges in managing an orderly exit from the Pavilion, which nonetheless, was accomplished with no injuries or arrests.""","['https://abc7chicago.com/canceled-trump-rally-chicago-cancel-uic-donald/1241331/', 'https://www.politico.com/magazine/story/2016/03/donald-trump-chicago-protest-213728/']",66edd7ad4582c2029ed8ce04
2016,Yale University,Secular,Stonework Carving,Artwork,Race,Administrator(s),From the Left,No,No,Substantial Event Disruption,Not Applicable,"The university's Committee on Art in Public Spaces decided to have a ""hostile"" stone carving of a Native American, armed with a bow, and a Puritan, armed with a musket, side by side outside the Sterling Memorial Library altered by covering the Puritan's musket in stone, that could be removed without damaging the original carving.",None.,"['https://www.yalealumnimagazine.com/blog_posts/2695-disarmament', 'https://www.thecollegefix.com/yale-university-censors-hostile-historic-artwork/']",6792544792403d02f44b8568
2016,Yale University,Secular,Stained Glass Window,Artwork,Race,General Public,From the Left,No,No,Substantial Event Disruption,No,"A university staff member smashed a stain glass window in Calhoun Hall twice with a broomstick because it depicted “slaves carrying bales of cotton."" A woman walking by on the street outside was hit by some of the broken glass.","Neutral.  In a statement to the local newspaper the university's vice president of communications said: ""An incident occurred at Calhoun College, a residential college on the campus of Yale University, in which a stained glass window was broken by an employee of Yale, resulting in glass falling onto the street and onto a passerby, endangering [her] safety. The employee apologized for his actions and subsequently resigned from the University.  The University will not advocate that the employee be prosecuted in connection with this incident and is not seeking restitution.""","['https://www.thecollegefix.com/yale-worker-destroys-stained-glass-window-offends-college-destroys-rest/', 'https://www.thecollegefix.com/knew-coming-yale-reinstates-worker-destroyed-racist-window/', 'https://news.yale.edu/2016/07/14/message-president-salovey', 'https://web.archive.org/web/20160713205454/http://www.newhavenindependent.org/corey_menafee/#.V4QUKY4JRbo.twitter']",679bf739995e230306eb12eb
2016,University of Virginia,Public,The Student's Progress,Artwork,Gender,"Faculty, Student(s)",From the Left,No,No,Cancellation Attempt,Not Applicable,"In 2014, after student and faculty complaints and a now discredited story about a gang rape at one of the university's frat houses was published in Rollong Stone, the university fromed a committee to consider what to do about The Student's Progress, a mural in a bulding on campus because some portions of it had been criticized for being sexist and mysoginist. About a year and. half later, in 2016, a faculty member at the university questioned why no decision had been made about altering, covering up, or moving a portion of the mural that depicts a professor and a student who ""obviously have been doing something that would be a Title IX violation.""",None.,"['https://reveal.scholarslab.org/old-cabell-hall-mural', 'https://takeback.scholarslab.org/items/show/431', 'https://reason.com/2016/04/04/prof-wants-uvas-problematic-mural-censor/', 'https://www.iwf.org/2016/04/05/uva-professor-invokes-title-ix-to-get-rid-of-a-campus-mural/', 'https://slate.com/human-interest/2016/04/lincoln-perry-s-mural-in-old-cabell-hall-inspires-a-teaching-moment-about-rape-culture-at-the-university-of-virginia.html']",679c03a4a109d72712379388
2016,University of Minnesota,Public,Build the Wall Mural,Artwork,Political Views,"Activist(s), Student(s)",From the Left,No,No,Substantial Event Disruption,Not Applicable,"At the university's annual ""Paint the Bridge"" event, the campus chapter of the College Republicans included the phrase ""Build the Wall"" on their designated section of the mural. Later that evening a local non-profit group, NAVIAGTE MN, that supports undocumented students posted a picture of the mural. The next day at least 150 immigration activists protested the mural. The mural was tagged with graffiti multiple times throughout the semester.","Honors.  In a statement the university's president said: ""The University of Minnesota supports a campus climate that welcomes all members of our community and our values of equity and diversity, but that also ensures the free flow of ideas, even those that are offensive to some. People in our community may disagree with the sentiment expressed. However, while the University values free speech, the subsequent vandalism of the panel is not the way to advance a conversation.""",[],67a3d4ba304b5222289f57e0
2015,Alma College,Religious,Ben Carson,Campus Speech,"Health, Political Views, Race, Civil Liberties, Sexuality",Faculty,From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Faculty members protested Carson's invitation because of his views on the Ferguson shooting, gay marriage, Obamacare, and other political issues. Carson spoke successfully.",None,[],65c1510d79db8200391ea253
