Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2019,University of Chicago,Secular,David Krupa,Other,Criminal or Other Misconduct,"Student Group(s), Student(s)",Not Applicable,No,No,Revoked,No,The College Republicans disinvited Krupa from a meeting over allegations that Krupa had committed sexual misconduct.,None,[],65c1510779db8200391e9a7e
2019,University of Connecticut,Public,Sean Kingston,Performance,Criminal or Other Misconduct,"Student Group(s), Student(s)",From the Left,No,No,Revoked,No,"Students voiced concern about a past sexual assault allegation against Kingston. Several student groups joined the Student Union Board of Governors in a statement on Twitter explaining the decision to cancel the event, stating: “We all stand with and believe survivors of sexual assault, and condemn those who do not support survivors of sexual assault.”",None,[],65c1510779db8200391e9a85
2019,University of Connecticut School of Law,Public,Linda Sarsour,Campus Speech,"Israeli-Palestinian Conflict, Race",Administrator(s),From the Right,No,No,Postponed,Yes,Student organizers claimed that the university president forced the law school dean to postpone Sarsour's speech when a second speaker who was to counterbalance Sarsour's views was not available. Student organizers claimed the university president didn't want Sarsour to speak because of Sarsour's controversial views and that the rescheduling issue was an excuse to keep Sarsour from coming. Sarsour was rescheduled to speak without a second speaker.,"Encouraged (or Approved of) Self-Censorship. A university spokesperson told reporters:""After the administration worked with student organizers, a program with two speakers was scheduled and agreed upon. Shortly after this agreement, the speaker on antisemitism canceled, leaving just Sarsour to present. . . . At this point, on the eve of spring break, the administration concluded that there would not be enough time to find a replacement speaker for that portion of the program. . . .Consequently, the decision was made that the event should be postponed until the fall.”",[],65c1510779db8200391e9a8c
2019,"University of Houston, Honors College",Public,April Feick,Commencement Speech,"Class or Policy Issues, Environment, race","Alumni, Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students, faculty, alumni, and community members petitioned the university to retract its invitation of Feick and Gerald McElvy to speak at commencement because of their prior employment at ExxonMobil, accusing ExxonMobil of environmental racism. Feick spoke successfully.","Honor Roll, High Honors
Neutral. The university dean said in response to petitioners: “Real universities do not disinvite visitors in response to outside pressure, or inside pressure for that matter. To do so would be contrary to the nature and purpose of a free university.”",[],65c1510779db8200391e9a93
2019,"University of Houston, Honors College",Public,Gerald McElvy,Commencement Speech,"Class or Policy Issues, Environment, race","Alumni, Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students, faculty, alumni and community members petitioned the university to retract its invitation of McElvy and April Feick to speak at commencement because of their prior employment at ExxonMobil, accusing ExxonMobil of environmental racism. McElvy spoke successfully.","Honor Roll, High Honors
Neutral. The university dean said in response to petitioners: “Real universities do not disinvite visitors in response to outside pressure, or inside pressure for that matter. To do so would be contrary to the nature and purpose of a free university.”",[],65c1510779db8200391e9a9a
2019,"University of Massachusetts, Amherst",Public,David Zirin,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students filed an unsuccessful lawsuit to prevent the university from hosting a panel discussion titled, “Not Backing Down: Israel, Free Speech, and the Battle for Palestinian Human Rights,” featuring Zirin (and Linda Sarsour, Roger Waters, and Marc Lamont Hill). Students claimed, among other things, that the university was violating its anti-bigotry and anti-hatred policies by allowing the panel to be held on campus. Zirin spoke successfully.",None,[],65c1510779db8200391e9aa1
2019,"University of Massachusetts, Amherst",Public,Linda Sarsour,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students filed an unsuccessful lawsuit to prevent the university from hosting a panel discussion titled, “Not Backing Down: Israel, Free Speech, and the Battle for Palestinian Human Rights,” featuring Sarsour (and Marc Lamont Hill, David Zirin, and Roger Waters). Students claimed, among other things, that the university was violating its anti-bigotry and anti-hatred policies by allowing the panel to be held on campus. Sarsour spoke successfully.",None,[],65c1510779db8200391e9aa8
2019,"University of Massachusetts, Amherst",Public,Marc Lamont Hill,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students filed an unsuccessful lawsuit to prevent the university from hosting a panel discussion titled, “Not Backing Down: Israel, Free Speech, and the Battle for Palestinian Human Rights,” featuring Hill (and Linda Sarsour, David Zirin, and Roger Waters). Students claimed, among other things, that the University was violating its anti-bigotry and anti-hatred policies by allowing the panel to be held on campus. Hill spoke successfully.",None,[],65c1510879db8200391e9aaf
2019,"University of Massachusetts, Amherst",Public,Roger Waters,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students filed an unsuccessful lawsuit to prevent the university from hosting a panel discussion titled, “Not Backing Down: Israel, Free Speech, and the Battle for Palestinian Human Rights,” featuring Waters (and Linda Sarsour, David Zirin, and Marc Lamont Hill). Students claimed, among other things, that the university was violating its anti-bigotry and anti-hatred policies by allowing the panel to be held on campus. Waters spoke successfully.",None,[],65c1510879db8200391e9ab6
2019,University of Mississippi,Public,Elisha Krauss,Campus Speech,Political Views,Faculty,From the Left,No,No,Revoked,No,"A professor canceled Krauss' speech, claiming that the event space where she was scheduled to speak was not open to partisan or ideological student groups. The university provost reversed the decision and invited Krauss to speak at a different venue.","Honor Roll, High Honors
Neutral. The university released a statement that included: “The University of Mississippi is committed to promoting freedom of speech, assembly and respectful discourse, which are pillars of a healthy and inclusive learning environment.”",[],65c1510879db8200391e9abd
