Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2020,Notre Dame of Maryland University,Religious,Soledad O'Brien,Campus Speech,"Abortion, Sexuality, Other",Activist(s),From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"TFP Student Action, an off-campus organization, started a petition asking the university president to withdraw from participating in ""a large feminist event"" featuring Richards, among others. Protesters objected to pro-choice, homosexuality accepting, pro-sex education speakers, who they saw as anti-Catholic. The petition garnered more than 15,000 signatures. O'Brien spoke sucessfully.",Unknown,[],65c1510679db8200391e980f
2020,Palm Beach Atlantic University,Religious,Seth Dillon,Campus Speech,"Race, Sexuality","Administrator(s), General Public, Student(s)",From the Left,No,Yes,Revoked,No,"A professor and students campaigned on social media to get Dillon disinvited from speaking because of Dillon's criticism of Black Lives Matter and his views on sexuality. The university offered to move Dillon to a different venue to avoid ""compromising the sacredness of a chapel gathering"" where he was originally scheduled to speak. It also asked him to do an abbreviated speech, but he refused.","Condemned Content of Expression, Appeased Protesters. In a communication reported in an article on the event, the university's Executive VP for Advancement stated: ""We anticipated that an honest conversation like this could become passionate, and that emotions may run high. . . . We did not want to compromise the sacredness of a chapel gathering, and, after heated exchanges on social media, it was decided that the Lassiter Rotunda of the Warren Library would be a more suitable venue for Mr. Dillon.""",[],65c1510679db8200391e9816
2020,Rice University,Secular,Eric Yuan,Campus Speech,Israeli-Palestinian Conflict,"Faculty, General Public, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,Students petitioned the university to disinvite Yuan because of Yuan's association with Israeli tech groups and Zoom’s alleged censorship of pro-Palestinian events. Yuan spoke successfully.,None,[],65c1510679db8200391e981d
2020,San Francisco State University,Public,Laura Whitehorn,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed. Whitehorn was one of the other panelists.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e9824
2020,San Francisco State University,Public,Leila Khaled,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e982b
2020,San Francisco State University,Public,Rabab Abdulhadi,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed. Abdulhadi was one of the panel's moderators.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e9832
2020,San Francisco State University,Public,Ronnie Kasrils,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed. Kasrils was one of the other panelists.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e9839
2020,San Francisco State University,Public,Rula Abu Dahou,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed. Dahou was one of the other panelists.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e9840
2020,San Francisco State University,Public,Sekou Odinga,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed. Odinga was one of the other panelists.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e9847
2020,San Francisco State University,Public,Tomomi Kinukawa,Campus Speech,"Criminal or Other Misconduct, Israeli-Palestinian Conflict, Terrorism","Activist(s), Corporation(s), Public Figure(s)",From the Right,No,Yes,Revoked,No,"Dozens of on-campus and off-campus groups signed a letter requesting the university president prevent Khaled from participating in a panel discussion at the university because of terrorist ties and activities. The virtual event was canceled because Zoom said that it ""is committed to supporting the open exchange of ideas and conversations, subject to certain limitations contained in our Terms of Service, including those related to user compliance with applicable U.S. export control, sanctions, and anti-terrorism laws."" Organizers tried to stream the event on YouTube, but YouTube turned off the feed 20 minutes in. Facebook took down promotional materials for the event. The university argued against Zoom and for academic freedom, but also condemned the views expressed. Kinukawa was one of the panel's moderators.","Condemned Content of Expression. The university president made a statement that included: ""[SFSU] remains steadfast in its support of the right of faculty to conduct their teaching and scholarship free from censorship. . . .  while also condemning anti-Semitism, Islamophobia, anti-Blackness, racism, and other hateful ideologies that marginalize people.""",[],65c1510679db8200391e984e
