Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2007,Bellarmine University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the university president to cut all ties or sponsorships of the performance. A sample letter — along with the university president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,"['https://catholicexchange.com/21-catholic-colleges-still-performing-v-monologues/', 'https://books.google.com/books?id=AqAfVeHqn0AC&amp;pg=PA220&amp;lpg=PA220&amp;dq=Bellarmine+University+2003+vagina+monologues&amp;source=bl&amp;ots=284daA204E&amp;sig=ACfU3U0dvDk8Xnwmerg8b4UkSaTb5gmgow&amp;hl=en&amp;sa=X&amp;ved=2ahUKEwjZoueSzqWCAxWdj4kEHQoMCME4ChDoAXoECAIQAw#v=onepage&amp;q=Bellarmine%20University%202003%20vagina%20monologues&amp;f=false', 'https://web.archive.org/web/20070313205054/http://www.cardinalnewmansociety.org/cns/newsview/newsview/12']",65c1511479db8200391eac0b
2007,Boston College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511479db8200391eac12
2007,Brigham Young University,Religious,Dick Cheney,Commencement Speech,"Foreign Affairs, Political Views","Alumni, Faculty, Student(s)",Not Applicable,Yes,Yes,Disinvitation Attempt,Not Applicable,"Students and faculty opposed Cheney because of his involvement in the Iraq War, calling Cheney ""a morally dubious man"" who is ""challenging the morality and integrity of the institution."" More than 3,000 students and alumni signed petitions seeking a ""more appropriate"" commencement speaker. Cheney spoke successfully.",None,[],65c1511479db8200391eac19
2007,College of Mount Saint Vincent,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511479db8200391eac20
2007,College of Mount St. Joseph,Religious,O'Dell Owens,Commencement Speech,Scientific Views,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Owens to deliver a commencement speech because of Owens' pioneering work on in-vitro fertilization.,Unknown,[],65c1511479db8200391eac27
2007,College of Saint Benedict,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511479db8200391eac2e
2007,College of Saint Rose,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511479db8200391eac35
2007,College of Santa Fe,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511479db8200391eac3c
2007,College of St. Mary,Religious,Roberta Wilhelm,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Revoked,No,The Cardinal Newman Society urged the college to rescind its invitation of Wilhelm to deliver a commencement speech because of Wilhelm's pro-choice views. Off-campus protesters then threatened to disrupt the graduation ceremony. The college disinvited Wilhelm.,"Appeased Protesters. The president stated: ""I decided it [having Wilhelm come speak] had the potential to mar our graduation ceremonies that are truly celebratory events for our students and families.""",[],65c1511479db8200391eac43
2007,College of the Holy Cross,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the college president to cut all ties or sponsorships of the performance. A sample letter — along with the college president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511479db8200391eac4a
