Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2024,Georgetown University Law Center,Religious,Rudy Rochman,Campus Speech,Israeli-Palestinian Conflict,"Student Group(s), Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"Georgetown Law Zionists invited Rochman, an Israeli Defense Force reservist, to speak at a campus event titled ""The Intersections of Judaism and Zionism."" Pro-Palestinian groups wrote to the dean of the law school opposing Rochman's invitation and calling on the university to denounce the event. About five minutes into Rochman's talk about a dozen protesters from Georgetown Law Students for Justice in Palestine stood up in an aisle on one side and the room holding signs that said ""IDF Off Campus."" A little over 10 minutes later the protesters walked out of the event, joining other protesters outside in loud chants that were audible inside the event space. Rochman completed his speech successfully.",None.,"['https://thefederalist.com/2024/04/04/anti-israel-protest-at-georgetown-law-tests-limits-of-free-speech/', 'https://georgetownvoice.com/2024/03/22/georgetown-law-zionists-host-idf-sniper-for-speaker-event-drawing-protests/', 'https://drive.google.com/file/d/1u5qsOvpFfwofWCABmnHndqXa_XHLVKZL/view', 'https://thehoya.com/news/students-protest-as-idf-soldier-speaks-on-gaza-campus-dialogue/', 'https://drive.google.com/file/d/1zNOHhv94zwbdtHxMD-8AppPwWwwnY7ze/view']",661569fdbdbaef0026dea026
2024,"Rutgers University, New Brunswick",Public,Presidential Town Hall,Campus Speech,Israeli-Palestinian Conflict,"Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"The university scheduled a town hall event so students could ask university president Jonathan Holloway questions. Before the first question was asked pro-Palestinian stduent protesters began shouting over Holloway and the other students in attendance. The chants included ""globalize the intifada,” “long live the intifada,” “from the river to the sea,” and “we don’t want no two-state; we want ’48.” Holloway was escorted out by police minutes after the shouting began. Police then escorted Jewish students in attendance out of the event.","Neutral: A university spokesperson said: ""Students who objected to President Holloway’s belief that the BDS movement is both wrong and counter-productive and who disagrees with his support for continuing Rutgers’ partnership with Tel Aviv University disrupted a meeting of the Rutgers University Student Assembly (RUSA) where the president was discussing topics of interest to RUSA. The RUSA leaders ended the meeting and President Holloway, with his driver who is a Rutgers University police officer, and other attendees left the meeting without incident.""",[],66156a4a0a4a5800285dd91c
2024,Mercer University,Secular,Jennifer Grossman,Campus Speech,"Foreign Affairs, Israeli-Palestinian Conflict","Student Group(s), Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"Grossman (and Rachel Farmer) were invited to speak on campus by Turning Point USA and the Center for Economics and Liberty. About 15 minutes into their talk, a student interrupted Grossman and accused her of being a ""Zionist"" and also said that when Grossman was the president of the Dole Food Company she was responsible for ""paying militias"" to harrass labor groups in the Philippines. At one point, the student made physical contact with Grossman and was then escorted out and placed under arrest. The event resumed and concluded successfully.","Neutral: A university spokesperson said: ""Disrupting and invading the personal space of a speaker is not acceptable. It is our hope this will ultimately prove to be a positive learning experience for the student.""","['https://www.mercercluster.com/article/2024/04/lecture-erupts-in-protest', 'https://www.foxnews.com/us/georgia-college-student-arrested-after-making-physical-contact-speaker-giving-remarks-israel-hamas-war', 'https://www.fox5atlanta.com/news/mercer-university-student-arrested-speech-israel-hamas-war']",662baaca0bb0ec002881fd30
2024,Mercer College,Secular,Rachel Farmer,Campus Speech,"Foreign Affairs, Israeli-Palestinian Conflict","Student Group(s), Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"Farmer (and Jennifer Grossman) were invited to speak on campus by Turning Point USA and the Center for Economics and Liberty. About 15 minutes into their talk, a student interrupted Grossman and accused her of being a ""Zionist"" and also said that when Grossman was the president of the Dole Food Company she was responsible for ""paying militias"" to harrass labor groups in the Philippines. At one point, the student made physical contact with Grossman and was then escorted out and placed under arrest. The event resumed and concluded successfully.","Neutral: A university spokesperson said: ""Disrupting and invading the personal space of a speaker is not acceptable. It is our hope this will ultimately prove to be a positive learning experience for the student.""","['https://www.mercercluster.com/article/2024/04/lecture-erupts-in-protest', 'https://www.foxnews.com/us/georgia-college-student-arrested-after-making-physical-contact-speaker-giving-remarks-israel-hamas-war', 'https://www.fox5atlanta.com/news/mercer-university-student-arrested-speech-israel-hamas-war']",662bab2368aa3c00279e82a6
2024,University of Georgia,Public,Mike Collins,Campus Speech,"Abortion, Immigration, Israeli-Palestinian Conflict, Political Views","Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,Not Applicable,"The campus chapter of Turning Point USA invited Collns to campus. Collins' talk was repeatedly disrupted by protesters shouting at him that he is a ""bitch,"" that ""you're dead right now, asshole,"" and that ""he voted for genocide"" for about 20-30 minutes. Other protesters shouted at Collins about his support for Israel, and his views on abortion and immigration. Collins ultimately finished his remarks and was then reportedly escorted off-campus by the campus police.",None.,"['https://twitter.com/rachelfarm04/status/1775662392724140045', 'https://www.thecollegefix.com/youre-dead-protesters-shout-down-congressmans-speech-at-u-georgia/', 'https://www.campusreform.org/article/student-protesters-disrupt-conservative-congressmans-campus-speech-you-criminal/25144', 'https://jonathanturley.org/2024/04/06/georgia-students-shut-down-congressman-in-latest-deplatforming/', 'https://www.redandblack.com/uganews/mike-collins-faces-backlash-at-uga-visit/article_f478f47e-f2cd-11ee-80c1-d7b96892e872.html']",662bac6f9f6a5800284c29d9
2024,Indiana University,Public,Chaya Raichick,Campus Speech,"Israeli-Palestinian Conflict, Political Views","Activist(s), Alumni, Student Group(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"The College Republicans invited Raichick (and Representative Jim Banks) to campus. On the day before the event a local Antifa group, Red Orchestra_AFA, posted on X: ""Indiana and fishers Indiana. Libs of TT homophobic bigot chaya raichik and far right bigot jim banks will be speaking at 2 locations. You know what to do."" On the day of the event, IY Alumni for Palestine posted an image on Instagram with an image of Raichick and Banks with their mouths covered and urged their supporters to stop ""bigots on campus."" At the event, protesters reportedly ""pushed"" and harassed attendees there to listen to the speakers and chanted ""how many kids has she (Raichick) killed today?"" Protesters also shouted that Raichick had ""blood [on her] hands"" and accused both speakers of supporting ""genocide"" and that they are ""killing children."" Several protesters were removed by police, the event then resumed and was completed successfully.",None.,"['https://www.nationalreview.com/news/antifa-and-pro-palestinian-groups-join-forces-to-shut-down-libs-of-tiktok-speaker-at-indiana-university/', 'https://thepostmillennial.com/antifa-threatens-violence-at-indiana-speaking-event-featuring-libs-of-tiktok-gop-congressman', 'https://www.instagram.com/p/C5OJPrCr23T/']",662bace9d4f47e0029aa7f10
2024,Indiana University,Public,Jim Banks,Campus Speech,"Israeli-Palestinian Conflict, Political Views","Activist(s), Alumni, Student Group(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"The College Republicans invited Banks (and Chaya Riachick) to campus. On the day before the event a local Antifa group, Red Orchestra_AFA, posted on X: ""Indiana and fishers Indiana. Libs of TT homophobic bigot chaya raichik and far right bigot jim banks will be speaking at 2 locations. You know what to do."" On the day of the event, IY Alumni for Palestine posted an image on Instagram with an image of Raichick and Banks with their mouths covered and urged their supporters to stop ""bigots on campus."" At the event, protesters reportedly ""pushed"" and harassed attendees there to listen to the speakers and chanted ""how many kids has she (Raichick) killed today?"" Protesters also shouted that Raichick had ""blood [on her] hands"" and accused both speakers of supporting ""genocide"" and that they are ""killing children."" Several protesters were removed by police, the event then resumed and was completed successfully.",None.,"['https://www.nationalreview.com/news/antifa-and-pro-palestinian-groups-join-forces-to-shut-down-libs-of-tiktok-speaker-at-indiana-university/', 'https://thepostmillennial.com/antifa-threatens-violence-at-indiana-speaking-event-featuring-libs-of-tiktok-gop-congressman', 'https://www.instagram.com/p/C5OJPrCr23T/']",662badceab13b20028921338
2024,Central Lakes College,Community College,Drag Show,Performance,Gender,Administrator(s),From the Right,No,No,Canceled,No,"School administrators canceled the annual drag show due to a ""credible threat of violence"" at the event.","Neutral: The school posted on social media: ""At Central Lakes College, our top priority is the safety of our students, faculty, staff, and community. To that end, we regret that the April 5, 2024 Rainbow Coalition Club Drag Show is cancelled due to a credible threat made towards our LGBTQ+ community, which local law enforcement is investigating. Misinformation, bias, hate, and threats of violence toward our students’ event and its performers is deeply disturbing and will not be tolerated on our campus. Central Lakes College has an unwavering commitment to our values of educational excellence, innovation, inclusion, and community.""",['https://www.valleynewslive.com/2024/04/07/drag-show-brainerd-cancelled-due-credible-threat-violence/'],662bae1eba2e300027028b37
2024,Adrian College,Secular,Riley Gaines,Commencement Speech,Gender,"Alumni, Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"After the college's administration announced Gaines as a commencement speaker a student organization, Safe Place, started an online petition calling for Gaines' invitation to be rescinded. The petition has garnered over 1,600 signatures. Other students and alumni also called on the administration to cancel Gaines' appearance at commencement. The college has resisted these demands and Gaines is still scheduled to speak at commencement in May.","Honor Roll. Neutral: In announcing Gaines as the speaker the college president said: ""The purpose of universities [is] to engage in civil discourse of controversial issues. This is an important issue that should be discussed at colleges and universities throughout the United States. Adrian College has never shied away from presenting and debating substantive disagreements on campus.""","['https://www.change.org/p/urge-adrian-college-to-disinvite-riley-gaines-from-commencement-ceremony', 'https://www.detroitnews.com/story/news/local/michigan/2024/04/10/controversy-embroils-adrian-colleges-commencement-speaker-riley-gaines/73110558007/', 'https://pridesource.com/article/adrian-college-in-michigan-slammed-after-inviting-transphobic-swimmer-riley-gaines-to-speak-during-college-commencement', 'https://www.thecollegefix.com/college-fields-outrage-over-controversial-conservative-commencement-speaker-riley-gaines/']",662bae80a9864100289ce41c
2024,Worcester State University,Public,Shahar Peled,Campus Speech,Israeli-Palestinian Conflict,Student Group(s),From the Left,No,No,Substantial Event Disruption,No,"Peled, an Israeli Defense Force reservist, was invited to speak on campus by a faculty member. As Peled tried to give his remarks he was repeatedly heckled and shouted over, and accused of ""genocide."" After the protesters were escorted out of the room a fire alarm was pulled and the entire building was evacuated for 20 minutes. Peled attempted to resume his remarks but the fire alarm was pulled twice more and the event concluded early.","Honor Roll. Neutral:The provost of the university emailed all students and said: Worcester State University affirms its commitment to the academic freedom of faculty and to fosterng an environment where diverse perspectives are shared in a safe and respectful manner. While a majority of the audience listened respectfully, a handful of individuals were asked to leave the event after repeated requests to limit disruptions. No arrests were made. The University upholds the First Amendment right to express differing viewpoints and acknowledges that some members of the community may find these viewpoints controversial or offensive. Outside of the event the University took measures to ensure individuals had a safe environment to protest the speaker and express their dissent. The University remains committed to academic freedom and open discourse.""","['https://www.dan-margolis.com/worcester-state-cowardly-admins-give-in-on-free-speech-antisemitism/', 'https://www.dan-margolis.com/wp-content/uploads/2024/03/provost_email.pdf', 'https://twitter.com/OnlinePalEng/status/1768332420644794755?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1768332420644794755%7Ctwgr%5E28f21dda3d77c1160f88da5059bd43d59d866d41%7Ctwcon%5Es1_&amp;ref_url=https%3A%2F%2Fwww.dan-margolis.com%2Fworcester-state-cowardly-admins-give-in-on-free-speech-antisemitism%2F', 'https://www.dan-margolis.com/wp-content/uploads/2024/03/maloney_email.pdf', 'https://www.youtube.com/shorts/cT3zgdcw6Sk', 'https://thisweekinworcester.com/paled-protests-0431424/', 'https://www.middleeastmonitor.com/20240315-protest-at-worcester-state-university-against-israeli-soldiers-event/']",662bb08dae5f2b00271fb121
