Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2002,"University of California, Los Angeles",Public,Laura Bush,Commencement Speech,"Political Views, Other","Facutly, Student(s)",From the Left,No,No,Withdrew,No,Students and faculty claimed Bush was unqualified to speak at commencement because of her politics. Bush declined the invitation after the pushback.,"Supported Speaker (or Artist) as a Person. The college dean said: ""Mrs. Bush is quite qualified to be the school’s commencement speaker.""",[],65c1511a79db8200391eb423
2002,University of Delaware,Public,Doris Kearns Goodwin,Commencement Speech,Criminal or Other Misconduct,Administrator(s),Not Applicable,No,No,Revoked,No,The university rescinded its invitation of Goodwin to deliver a commencement speech after Goodwin admitted to committing plagiarism and students complained.,"Appeased Protesters. The university president stated: ""We thought better to just cancel the appearance than to have her talk in front of our students and their families.""",[],65c1511a79db8200391eb42a
2002,Wheeling Jesuit University,Religious,Robert Wise,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society demanded that the university rescind its invitation of Wise to deliver a commencement speech because of Wise's views on abortion. Wise spoke successfully.,Unknown,[],65c1511a79db8200391eb431
2002,Indiana University,Public,Thomas Hart Benton Mural,Artwork,Race,"Student Group(s), Student(s)",From the Left,No,No,Cancellation Attempt,Not Applicable,"Members of the Black Student Union demanded the mural, which depicts a Ku Klux Klan rally, be removed. The university refused to remove the mural.","Neutral.  In a statement the university's chancellor said: ""The major issue running throughout all of the discussions and conversations over these last several weeks is not, in fact, the Benton mural. It is instead the state of diversity on our campus. The real issue, the real test of character, for Indiana University Bloomington is the strength of its commitment to diversity.""","['https://hyperallergic.com/410319/petition-to-remove-university-mural-depicting-kkk-rally-sparks-controversy/', 'https://www.upi.com/Klan-mural-will-stay-at-Indiana-U/99411017161124/', 'https://www.upi.com/Klan-mural-will-stay-at-Indiana-U/99411017161124/', 'https://web.archive.org/web/20171108215353/http://www.weeklystandard.com/curtain-time/article/2226']",679bf0d1537ee222ff1f9f4e
2002,Gavilan College,Community College,Enduring Wage,Artwork,Class or Policy Issues,"Student Group(s), Student(s)",Not Applicable,No,No,Substantial Event Disruption,Yes,"Students and the Associated Student Body did not want the mural, depicting the wealthy sitting on toilets, defecating on huddled masses of poor people below, hung in the college's student center. An agreement was made to sell the mural but the college's mural program asked that it not be sold. The mural was relocated to the art department.","Appeased Protesters.  In a statement the college's interim president said: “It’s a way of improving a lecture hall that has decor and colors from the ’70s.” He later added, “Art has a way of getting recycled over time. It could go down for another display and then get put back up again.”","['https://sanbenito.com/end-of-the-road-for-gavilan-mural/', 'https://sanbenito.com/controversial-mural-to-be-sold/', 'https://morganhilltimes.com/mural-headed-to-art-lecture-hall/']",679bf36bb2c36102bab603cb
2001,Cornell University,Secular,Ann Coulter,Campus Speech,Race,"Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"The Cornell Review and the College Republicans invited Coulter to speak about the controversy over the Confederate flag flying above South Carolina's state capitol. Students opposed Coulter's views on race and the Confederate flag. Coulter was heckled throughout her speech and, during the Q&amp;A, oranges were thrown at the podium and the stage. One audience member lunged at the platform where Coulter was standing, but campus police restrained him and removed him from the room. A different auidience member then began talking over Coulter. Coulter left before finishing her speech.",None,[],65c1511a79db8200391eb438
2001,Gonzaga University,Religious,The Vagina Monologues,Performance,"Religion, Sexuality",Administrator(s),From the Right,No,No,Rejected,No,"The university decided it would not sponsor a performance of the play, The Vagina Monologues, on campus because the play espouses beliefs contrary to Catholic Church doctrine. The university woman's group sponsoring the event moved it to a hotel ballroom and put on the event without the university as a sponsor.","Condemned Content of Expression. The university president, when refusing to permit the event on campus, said allowing plays to be performed ""speaks volumes about who we are, what are mission is, what we believe.""",[],65c1511a79db8200391eb43f
2001,Saint Mary's College of Indiana,Religious,The Vagina Monologues,Performance,"Religion, Sexuality","Administrator(s), Alumni",From the Right,No,No,Rejected,No,"After the play, The Vagina Monologues, was performed on campus the year prior, the university prohibited performances of the play on campus after alumni raised concerns. Students performed the play in defiance of the ban.",None,[],65c1511a79db8200391eb446
2001,Seton Hall University,Religious,Dolores Cross,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,Religious groups including Priests For Life asked the university to rescind its honorary degree to Cross because of Cross' pro-choice views. The university refused to rescind Cross' honorary degree.,"Supported Content of Expression. A university spokesperson stated: ""Charity and justice demand that we take her at her word.”",[],65c1511a79db8200391eb44d
2001,Stanford University,Secular,Carly Fiorina,Commencement Speech,Class or Policy Issues,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students contested the university's invitation of Fiorina to deliver a commencement speech, claiming Fiorina's business background meant she was not an inclusive choice. Fiorina spoke successfully.","Supported Speaker (or Artist) as a Person. The university president said: ""She meets all of our expectations and more.""",[],65c1511a79db8200391eb454
