Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2015,Princeton University,Secular,Big Sean,Performance,"Gender, Civil Liberties",Student(s),From the Left,No,Yes,Cancellation Attempt,Not Applicable,"Students protested the student government's invitation of rapper Big Sean to perform at commencement and asked that the invitation be rescinded, alleging that Big Sean promotes rape culture. The student government did not rescind the invitation, and some students held an alternate event.","Condemned Speaker (or Artist) as a Person, Appeased Protesters. The university president referred to Urban Congo as ""offensive"" and to Big Sean’s lyrics as ""vile and demeaning.”",[],65c1510d79db8200391ea302
2015,Rensselaer Polytechnic Institute,Secular,American Sniper,Cinema,"Race, Religion","Administrator(s), Student(s)",From the Left,No,No,Postponed,Yes,"Senior college officials postponed a screening of the film, American Sniper, after students complained. The screening was rescheduled for the next week and was coupled with an educational forum that would allow students to ""participate in an intellectual discourse about the film and current world events.""","Encouraged (or Approved of) Self-Censorship, Appeased Protesters. The college's Vice President for Strategic Communications said: ""[T]his decision [to postpone the showing] was made solely by members of the UPAC Cinema Club, after careful consideration of a request by the RPI Muslim Students Association. . . . UPAC has decided that they will show American Sniper during this spring semester, at a date to be announced. The showing will be coupled with an optional educational forum for all members of the Rensselaer campus community to participate in an intellectual discourse about the film and current world events. . . .On behalf of President Shirley Ann Jackson and the Rensselaer administration, we applaud this decision, and this decision-making process. At its core, The New Polytechnic at Rensselaer is guided by societal concerns and ethics.""",[],65c1510e79db8200391ea309
2015,Sacred Heart University,Religious,George Mitchell,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Mitchell to deliver a commencement speech because of Mitchell's views on abortion. Mitchell spoke successfully.,Unknown,[],65c1510e79db8200391ea310
2015,Saint Joseph's University,Religious,Michael Nutter,Commencement Speech,"Abortion, Sexuality, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society urged the university to rescind its invitation of Nutter to deliver a commencement speech because of Nutter's support for gay marriage, contraception, and abortion. Nutter spoker successfully.",Unknown,[],65c1510e79db8200391ea317
2015,Saint Louis University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Substantial Event Disruption,Not Applicable,The Cardinal Newman Society opposed the performance. The play was performed off campus.,Unknown,[],65c1510e79db8200391ea31e
2015,Saint Louis University School of Law,Religious,Robert McCulloch,Campus Speech,"Judiciary System, Police, Race","Student Group(s), Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,Members of the Black Law Students Association asked the school’s dean to rescind its invitation of McCulloch because of McCulloch's role as the prosecutor in the Ferguson police shooting case. McCulloch spoke successfully after police escorted approximately 12 disruptive protesters from the event.,None,[],65c1510e79db8200391ea325
2015,Saint Mary's College of California,Religious,Chris Matthews,Commencement Speech,"Abortion, sexuality, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Matthews to deliver a commencement speech because of Matthews' views on abortion and gay rights. Matthews spoke successfully.,Unknown,[],65c1510e79db8200391ea32c
2015,Saint Peter's University,Religious,Cornell Brooks,Commencement Speech,"Sexuality, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the college to rescind its invitation of Brooks to deliver a commencement speech because of Brooks' support for gay marriage. Brooks spoke successfully.,Unknown,[],65c1510e79db8200391ea333
2015,Seattle University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1510e79db8200391ea33a
2015,"Southern Illinois University, Carbondale",Public,Bruce Rauner,Commencement Speech,Class or Policy Issues,Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students petitioned the university to rescind Rauner's invitation to speak at commencement, objecting to Rauner's proposed budget cuts to the university system. Rauner spoke successfully.",None,[],65c1510e79db8200391ea341
2015,Saint John Fisher College,Religious,Rudolph Giuliani,Commencement Speech,"Political Views, Race",Faculty,From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Faculty members protested the college's selection of Giuliani to deliver a commencement address, calling Giuliani a ""controversial, divisive ideologue"" and objecting to Giuliani's comments regarding African American communities and crime. The college refused to disinvite Giuliani and he spoke successfully.","Supported Speaker (or Artist) as a Person. The college president said: ""Mr. Giuliani is expected to speak about his role in the Sept. 11 recovery. I believe this will be of interest and value to our students.""",[],65c1510e79db8200391ea348
2015,Saint Norbert College,Religious,bell hooks,Campus Speech,"Abortion, Civil Liberties, Gender, Political Views, Religion, Sexuality","Activist(s), Student Group(s), Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"hooks hosted a conversation with Gloria Steinem which became a subject of controversy. A local bishop called on the college to rescind its invitation to Steinem. TFP Student Action, an off-campus organization, petitioned the college to cancel Steinem's conversation with hooks because of Steinem's views on abortion, same-sex marriage, feminism, religion, and Marxism (many of which hooks shared). The petition garnered more than 28,000 signatures. hooks spoke successfully.","Supported Speaker (or Artist) as Person (Not Views). ""Throughout the week, the social-justice scholar hooks will host a number of talks related to her work on topics including the theology of love and radical hospitality, community building and racial inequality. She and Steinem will participate in a dialogue on April 21. We are not expecting Ms. hooks and Ms. Steinem to be discussing abortion. These two influential figures have conducted such a dialogue four or five times before, and abortion has seldom if ever come up. Rather, they will share their perspectives on the ways roles and opportunities for women have evolved in their lifetimes, and the impact changes have had on the country. Steinem also has spoken a great deal about domestic violence in recent years. Obviously we have a somewhat different view of the question of speakers on a college campus, but we respect the bishop's desire to comment on something he feels so strongly about.""",[],65c1510e79db8200391ea34f
2015,Saint Norbert College,Religious,Gloria Steinem,Campus Speech,"Abortion, Civil Liberties, Gender, Political Views, Religion, Sexuality","Activist(s), Student Group(s), Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"A local bishop called on the college to rescind its invitation to Steinem and TFP Student action, an off-campus organization, started a petition demanding the college cancel Steinem's conversation with author Gloria Jean Watkins (pen name: bell hooks) because of Steinem's views on abortion, gay marriage, feminism, religion, and Marxism. The petition garnered more than 28,000 signatures, but Steinem spoke successfully.","Supported Speaker (or Artist) as Person (Not Views). ""Throughout the week, the social-justice scholar hooks will host a number of talks related to her work on topics including the theology of love and radical hospitality, community building and racial inequality. She and Steinem will participate in a dialogue on April 21. We are not expecting Ms. hooks and Ms. Steinem to be discussing abortion. These two influential figures have conducted such a dialogue four or five times before, and abortion has seldom if ever come up. Rather, they will share their perspectives on the ways roles and opportunities for women have evolved in their lifetimes, and the impact changes have had on the country. Steinem also has spoken a great deal about domestic violence in recent years. Obviously we have a somewhat different view of the question of speakers on a college campus, but we respect the bishop's desire to comment on something he feels so strongly about.""",[],65c1510e79db8200391ea356
2015,Texas Tech University,Public,Angela Davis,Campus Speech,Police,"Student Group(s), Student(s)",From the Right,Yes,Yes,Disinvitation Attempt,Not Applicable,"Conservative students argued that university funds shouldn't be used to have Davis speak, claiming much of the student body doesn't respect Davis because of her leftist views. Davis spoke successfully.","Supported Speaker (or Artist) as Person (Not Views). A VP for for Undergraduate Education and Student Affairs published a statement that included: “The caliber of speakers who will be part of our African-American Lecture Series further affirms our commitment to diversity and the profound contributions of African-Americans to our campus, state and country.”",[],65c1510e79db8200391ea35d
2015,University at Buffalo,Public,White Only/Black Only,Artwork,Race,Administrator(s),From the Right,No,No,Removed,No,"As part of an art project, a graduate student posted signs that said ""White Only"" and ""Black Only"" by water fountains and outside bathrooms on campus. Campus police removed the signs and administrators said they would ""review this matter through appropriate university policies and procedures.""","Neutral (disingenuous). We are committed to ensuring that the University at Buffalo is welcoming and supportive of all members of our community. On a daily basis our faculty and students explore sensitive and difficult topics in an environment that values freedom of expression, and this week’s student art project is generating considerable dialogue. The university is encouraging our community to discuss how we negotiate the boundaries of academic freedom in a safe and inclusive environment that values freedom of expression and further builds a culture of inclusion. The University at Buffalo stands strong in our commitment to ensuring that such discourse occurs in a safe, inclusive and intellectually open environment.""",[],65c1510e79db8200391ea364
2015,"University of California, Berkeley",Public,Claude Steele,Campus Speech,"Class or Policy Issues, Race, Other","Activist(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Students chanted and shouted throughout a discussion between Provost Steele (and Chancellor Dirks) on the meaning and value of higher education. The students said that black students suffered hardships, that Dirks' salary was too high, and that the university did not grant tenure to a particular environmental science professor. The chanting and shouting briefly stopped when The Berkeley Forum, the event organizers, announced it would reformat the Q&amp;A period to accommodate all audience members instead of only the handful who had been preselected to ask questions. The event was shut down when the chanting and shouting resumed after Steele (and Dirks) declined to comment on some of the questions.",None,[],65c1510e79db8200391ea36b
2015,"University of California, Berkeley",Public,Louis Farrakhan,Campus Speech,Race,"Student Group(s), Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Student groups denounced the Black Student Union's invitation of Farrakhan to campus and petitioned the university to rescind his invitation, but Farrakhan spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university president wrote in an open letter: ""[W]e cannot as a society allow what we regard as vile speech to lead us to abandon the cherished value of free speech. . . [we should, however] condemn these merchants of hatred when they come into our community.""",[],65c1510e79db8200391ea372
2015,"University of California, Berkeley",Public,Nicholas Dirks,Campus Speech,"Class or Policy Issues, Race, Other","Activist(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Students chanted and shouted throughout a discussion between Chancellor Dirks (and Provost Steele) on the meaning and value of higher education. The students said that black students suffered hardships, that Dirks' salary was too high, and that the university did not grant tenure to a particular environmental science professor. The chanting and shouting briefly stopped when The Berkeley Forum, the event organizers, announced they would reformat the Q&amp;A period to accommodate all audience members instead of just the handful who had been preselected to ask questions. The event was shut down when the chanting and shouting resumed after Dirks (and Steele) declined to comment on some of the questions.",None,[],65c1510e79db8200391ea379
2015,"University of California, Los Angeles",Public,Cornel West,Campus Speech,Israeli-Palestinian Conflict,"Activist(s), Student Group(s), Student(s)",From the Right,No,No,Disinvitation Attempt,Not Applicable,Some Jewish leaders on campus (and off campus) opposed UCLA’s Alan D. Leve Center for Jewish Studies' invitation of West due to his criticism of Israel and support for the BDS movement. The director of the center refused to rescind the invitation and West spoke successfully.,"Supported Speaker (or Artist) as Person (Not Views). The director of the center that invited West, held fast in a statement to reporters:  ""[I don't] excuse, justify, or apologize for West’s positions on Israel . . . We may have pressure to rescind the invitation but that’s not the plan. . . . We didn't ask him [West] to come to UCLA to espouse a particular political position or platform—we asked him to talk about Heschel and the relationship to the civil rights movement.”",[],65c1510e79db8200391ea380
2015,University of Kentucky,Public,Memorial Hall Mural,Artwork,Race,Administrator(s),From the Left,No,No,Removed,Yes,"The university president announced that the university would cover the mural because of its stereotypical depictions of black musicians and Native Americans. In 2016, the university uncovered the mural because it “told a story through a talented artist’s eyes within the context of her time.”",None,[],65c1510e79db8200391ea387
2015,University of Maryland,Public,American Sniper,Cinema,"Race, Religion","Student Group(s), Student(s)",From the Left,No,Yes,Postponed,Yes,"A petition called on student group organizers of a screening of the film, American Sniper, to cancel the screening, calling the film ""war propaganda guised as art"" and saying it ""reveals a not-so-discreet Islamophobic, violent, and racist nationalist ideology."" After meeting with students who opposed the screening, organizers postponed it, then met with other student groups to arrange a screening along with a discussion panel following the event. The screening took place two weeks later.","Encouraged (or Approved of) Self-Censorship, Appeased Protesters. The university president released a statement: SEE, the event organizer,  ""is a student-run organization comprised of undergraduate students who work alongside advisers in the creation, promotion and operation of campus events. . . . The university is not involved in the decision-making process to determine which films are brought to campus. . . . I take tremendous pride in the conduct of our students. MSA members were right to speak up for what they believe in. They deserve our admiration, not the scorn and vitriol they got on Facebook. I also applaud the student leaders of SEE for listening to the concerns of their fellow students. Their decision to reschedule the screening so a constructive dialogue could be held marks the exercise of free speech and a sensitivity to campus values of respect and inclusion.""",[],65c1510e79db8200391ea38e
2015,"University of Michigan, Ann Arbor",Public,American Sniper,Cinema,"Race, Religion","Administrator(s), Student Group(s), Student(s)",From the Left,Yes,Yes,Canceled,Yes,"Student groups and students petitioned the university to cancel the a screening of the film, American Sniper, because of its ""negative and misleading stereotypes"" of Muslims and because it ""sympathizes with a mass killer."" University administrators canceled the screening. After public outcry, the university rescheduled the event, and it proceeded without incident.","Encouraged (or Approved of) Self-Censorship, Appeased Protesters. The university president said: ""Though I agree that the initial cancellation was a mistake due to free speech and choice issues it created, I am also very concerned for those who feel marginalized and hurt by certain types of speech. Muslim students on our campus have shared some of their experiences with me in this regard. As a community, we must confront all of these issues in order to provide a safe and free place to learn and interact, and an environment that is conducive to the discussion of controversial topics.""",[],65c1510e79db8200391ea395
2015,"University of Minnesota, Minnesota Law",Public,Moshe Halbertal,Campus Speech,Israeli-Palestinian Conflict,"Activist(s), Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"During a speech by Halbertal on assymetrical warfare, students and off-campus groups shouted, making enough noise that Halbertal required about half an hour, and the removal of several protesters, to begin speaking. Protesters objected to Halbertal's views on war crimes and civilian casualties. After about 30 minutes, Halbertal resumed his lecture and completed his remarks.","Honor Roll, High Honors
Neutral. The dean's official statement included: ""As members of a university community, we should welcome -- indeed, insist -- on hearing a wide range of viewpoints, and we should condemn any efforts to silence free speech through protests of the sort that took place at the law school yesterday. . . . [It] is unacceptable that they [the protestors] should seek to deny other students and community members their own opportunity to hear an invited guest speak. Values of free speech and academic freedom are central to the University’s mission; we disregard them at our peril.""",[],65c1510e79db8200391ea39c
2015,"University of Missouri, Columbia",Public,American Sniper,Cinema,"Race, Religion",Student(s),From the Left,No,No,Cancellation Attempt,Not Applicable,"Students wrote letters to the student government asking it to cancel a screening of the film, American Sniper, after a student wrote a letter to the editor of the student newspaper describing the movie as dehumanizing to Muslims and said the screening would make her feel unsafe. The screening proceeded as planned.",None,[],65c1510e79db8200391ea3a3
2015,University of North Texas,Public,Greg Abbott,Commencement Speech,"Immigration, Sexuality, Civil Liberties",Student(s),From the Left,No,Yes,Attempted Disruption,Not Applicable,"Students petitioned the university to disinvite Abbott from delivering a commencement speech because of Abbott's views on immigration and his opposition to same-sex marriage, claiming these views do ""not align with the spirit of the University of North Texas."" Abbott spoke at commencement after police removed a dozen protesters.","Honor Roll
Neutral. The university president said: ""I don't expect the whole campus to appreciate the points of view of [a speaker] or endorse them . . . But I expect them to listen because creating an informed and educated citizenry and engaging in public dialog and discourse is a healthy thing for our campus.""",[],65c1510e79db8200391ea3aa
2015,University of Notre Dame,Religious,Barack Obama,Commencement Speech,"Abortion, Scientific Views",Activist(s),From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society urged the university to rescind its invitation of then-President Obama to deliver a commencement speech because of Obama's views on abortion and his support for stem-cell research. An online petition created by the Cardinal Newman Society opposed the university's invitation of Obama and garnered almost 65,000 signatures. Obama spoke successfully.","Neutral. A university spokesperson said: ""I can't foresee that occurring [that the invitation be revoked]. We made an invitation to the president and he's accepted. We expected criticism and it's nothing beyond what we expected.""",[],65c1510e79db8200391ea3b1
2015,University of South Dakota,Public,Honor Diaries,Cinema,"Gender, Religion","Activist(s), Faculty, Administrator(s)",From the Left,Yes,No,Canceled,Yes,"After an activist organization criticized the film, Honor Diaries, as Islamophobic, the university canceled a screening of the film ""because the format and setting did not allow for appropriate discussion following the screening."" The university rescheduled the screening for later in the semester during a women's conference.","Encouraged (or Approved of) Self-Censorship, Appeased Protesters. In an email the university provost said: ""The University of South Dakota supports free speech and robust discussion of controversial topics in a setting that offers respect to all involved. The earlier showing of ‘Honor Diaries’ was cancelled because the format and setting did not allow for appropriate discussion following the screening.  Whenever USD hosts speakers or films that are controversial the goal is to promote education and better understanding of the people and issues involved.""",[],65c1510e79db8200391ea3b8
2015,University of Southern California,Secular,Luis Gutierrez,Campus Speech,Immigration,Activist(s),From the Right,No,No,Substantial Event Disruption,No,Anti-amnesty activists shouted down Gutierrez's speech because of his views on immigration. Gutierrez left before the scheduled Q&amp;A.,None,[],65c1510e79db8200391ea3bf
2015,Villanova University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1510e79db8200391ea3c6
