Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2019,Cornell University,Secular,Jannique Stewart,Campus Speech,"Abortion, Gender, Sexuality","Student Group(s), Student(s)",From the Left,No,No,Revoked,No,"The Cornell Political Union disinvited Stewart from a campus abortion debate, allegedly because of her traditional Christian views on marriage and sexuality. Organizers stressed that their decision had nothing to do with Stewart's views: Instead, they explained on their Facebook page: “As an undergraduate organization, we have limited funds, and paying for security would have put a great financial strain on the organization.”","Neutral (Disingenuous). The VP of university relations told reporters: “They [the student club] made this decision without engaging with the administration on event planning or security. The University in no way requested or suggested that any guest be excluded from attending this campus event, and to date we have made no recommendation related to potential university costs associated with supporting the event. . . . As we have frequently noted, free speech is an essential part of Cornell University’s commitment to the discovery of truth, and the University’s leadership is resolute in upholding the principle of freedom of expression on our campuses.""",[],65c1510679db8200391e9920
2019,Cornell University,Secular,The Vagina Monologues,Performance,Gender,Student Group(s),From the Left,No,No,Rejected,No,"A student group canceled an annual performance of the play, The Vagina Monologues, claiming it equates having a vagina with female identity and objecting to the play's author requiring that the monologues remain unchanged.",Unknown,[],65c1510679db8200391e9927
2019,Creighton University,Religious,Bob Kerrey,Commencement Speech,"Abortion, Political Views",Politician(s),From the Right,No,No,Withdrew,Yes,Kerrey withdrew as commencement speaker after the Nebraska Republican Party called on the university to disinvite Kerrey because of his support for abortion access. The university president said Kerry would speak at the Presidential Lecture Series later that year. Kerrey appeared at the lecture series and spoke successfully.,"Supported Speaker (or Artist) as a Person, Encouraged (or Approved of) Self-Censorship). The president of the university said: ""I appreciate his [Kerry's] desire not to have the focus of the day shifted away from our students."" But he also said Kerry would be invited to lecture later.",[],65c1510679db8200391e992e
2019,DePaul University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1510679db8200391e9935
2019,Duke University,Secular,Tzipi Livni,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Attempted Disruption,No,"During Livni's speech protestors began shouting the names of Palestinians that Israeli soldiers killed during the 2008-09 Gaza War and chanting, ""You can’t hide, we charge you with genocide,"" at Livni for his role in Israeli policy regarding Palestine. Security escorted protestors out of the room and Livni finished his remarks.",None,[],65c1510679db8200391e993c
2019,Fordham University,Religious,Sean Kingston,Performance,Criminal or Other Misconduct,"Administrator(s), Student Group(s), Student(s)",From the Left,No,Yes,Revoked,No,Multiple student petitions called on the university to cancel Kingston's performance because of a past sexual assault allegation against Kingston. The dean of students canceled Kingston's performance.,"Condemned Speaker (or Artist) as a Person, Appeased Protesters. The Dean of Students said: ""Now that these multiple perspectives have been heard, and we have had time to gather all available information—including additional concerns regarding Mr. Kingston’s appearance—I have decided to remove him from the Spring Weekend lineup. We are mindful that this is an extraordinary measure for the University to take, but also that the concerns raised are extraordinary and have been thoroughly discussed by the student organizations involved.""",[],65c1510679db8200391e9943
2019,Franciscan University of Steubenville,Religious,Blase Cupich,Campus Speech,"Abortion, Sexuality","Alumni, Stakeholder(s), Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Students, alumni, and university donors petitioned the university to disinvite Cupich from a campus religious conference over Cupich's views on abortion and homosexuality. Cupich spoke successfully.","Condemned Content of Expression, Appeased Protesters. The president of the university said:  ""I, along with so many, have been profoundly disappointed by the troubling revelations about some of our bishops. . . . Yet, bishops receive their authority from Christ and unless that authority is officially taken away from them, I don't believe the Lord wants me to decide whether or not we should welcome this or that bishop.""",[],65c1510779db8200391e994a
2019,Gallaudet University,Secular,Tom Cole,Commencement Speech,"Health, Political Views",Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students petitioned the university, a private federally chartered university for the deaf and hard of hearing, to consider a deaf person for commencement speaker instead of Cole, who protesters said ""has consistently voted against our values of diversity, inclusion, and equality."" Cole spoke successfully.",None,[],65c1510779db8200391e9951
2019,Georgetown University,Religious,Fabolous,Performance,Criminal or Other Misconduct,"Administrator(s), Student(s)",Not Applicable,No,Yes,Revoked,No,The university canceled a performance by the rapper Fabolous because Fabolous was convicted of a domestic violence charge.,"Condemned Speaker (or Artist) as Person, Appeased Protesters. The Director of Intercollegiate Athletics said: “After engaging with students, we have canceled the musical act for 2019 Hoya Madness. We take domestic violence very seriously and were unaware of the charges against the entertainer when he was booked through a third party entity.”",[],65c1510779db8200391e9958
2019,"Georgetown University, Georgetown Law",Religious,Kevin McAleenan,Campus Speech,Immigration,"Activist(s), General Public, Students",From the Left,No,Yes,Substantial Event Disruption,No,"Two separate petitions were circulated —&nbsp;one by outside organizations and one by students, alumni, and faculty — requesting that conference organizers rescind McAleenan’s invitation to speak because of his views on U.S. immigration policy. At the event, protestors repeatedly interrupted McAleenan, preventing him from starting his speech. Organizers tried to calm the crowd, but after making three failed attempts to begin his presentation, McAleenan thanked his hosts and left.",None,[],65c1510779db8200391e995f
2019,Georgia Southern University,Public,Jennine Capó Crucet,Campus Speech,"Class or Policy Issues, Race",Student(s),From the Right,No,No,Attempted Disruption,No,"After a hostile exchange between Crucet and a student during the Q&amp;A portion of Crucet's talk on the topic of white privilege, students in attendance started shouting, yelling, and chanting. Later in the evening, after the event had concluded, students burned copies of Crucet's book on campus and some gathered outside her hotel, leading Crucet to change hotels.","Honor Roll
Neutral. A spokesperson said: “While it’s within the students’ First Amendment rights, book burning does not align with Georgia Southern’s values nor does it encourage the civil discourse and debate of ideas.”

Honor Roll, High Honors
Neutral. A statement from the Department of History said: ""Book burning is at odds with our values of reasoned discourse, civil treatment of others, and openness towards ideas and experiences we might not share. Historically, book burning has been associated with intolerant and anti-democratic regimes. In the context of our diverse campus community, this symbolically potent action, combined with students’ online harassment of Professor Capó Crucet, who is Latina, reads as an act of intimidation. It represents a rejection of our core values, which include respect for others, reasoned intellectual inquiry, and an appreciation for our shared bonds. We condemn this behavior in the strongest of terms.""",[],65c1510779db8200391e9966
2019,Georgia Southern University,Public,Jennine Capó Crucet,Campus Speech,"Class or Policy Issues, Race","Administrator(s), Student(s)",From the Right,No,No,Revoked,No,"Crucet was scheduled to make a second appearance at a different GSU campus the day after students burned her books in protest, claiming Crucert was guilty of “racism towards white people.” After the book burning protest the second event was canceled.",Neutral (Disingenuous). Crucer posted on Twitter that the second appearance was canceled “because the administration said they could not guarantee my safety or the safety of its students on campus because of open carry laws.”,[],65c1510779db8200391e996d
2019,Georgia State University,Public,Abby Martin,Campus Speech,Israeli-Palestinian Conflict,Administrator(s),From the Right,No,No,Revoked,No,"Administrators required Martin to agree not to support a boycott of Israel as part of her honorarium contract, as required by Georgia law. When she refused, the university revoked the invitation. Martin filed a lawsuit and won.",None,[],65c1510779db8200391e9974
2019,Georgia Tech University,Public,Alveda King,Campus Speech,"Abortion, Sexuality, Civil Liberties","Student Group(s), Student(s)",From the Left,No,No,Revoked,No,"The student government denied funding to Students for Life for a speaking event featuring King over King's ""inherently religious"" views on abortion and gay marriage. Students for Life filed a lawsuit over the denial of funds. The university settled and changed the policy that allowed the student government to deny funding based on a speaker's viewpoint.",Neutral (Disingenuous). The administration stated: “Georgia Tech holds freedom of expression as an essential cornerstone to the advancement of knowledge.,[],65c1510779db8200391e997b
2019,Gonzaga University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled, but the university for the first time in its history allowed a public performance of the play.",Unknown,[],65c1510779db8200391e9982
