Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2018,Fordham University,Religious,Patricia Clarkson,Commencement Speech,"Abortion, Sexuality, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Clarkson to deliver a commencement speech because of Clarkson's views on abortion and support for gay marriage. Clarkson spoke successfully.,Unknown,[],65c1510879db8200391e9ba4
2018,Fordham University,Religious,Sherrilyn Ifill,Commencement Speech,"Sexuality, Civil Liberties, abortion, other",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Ifill to deliver a commencement speech because of Ifill's support for gay marriage and opposition to religious exemptions to the Affordable Care Act's contraception mandate requiring all employers and educational institutions to provide female contraceptive coverage for their employees. Ifill spoke successfully.,Unknown,[],65c1510879db8200391e9bab
2018,George Washington University,Secular,Marcia McNutt,Commencement Speech,"Environment, Race","Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,A student group petitioned the university to rescind its invitation of McNutt to speak at commencement because of McNutt's endorsement of the continued construction of the Keystone XL Pipeline across native lands. McNutt spoke successfully.,None,[],65c1510879db8200391e9bb2
2018,Gonzaga University,Religious,Ben Shapiro,Campus Speech,Political Views,Administrator(s),From the Left,No,No,Rejected,Yes,"Administrators denied the College Republicans' proposal to host Shapiro due to ""substantial risk"" to the safety of the campus community. This decision was reversed months later, but Young America's Foundation, an organization who was working with the College Republicans to bring Shapiro to campus, rejected the venue offered by the university and Shapiro ultimately did not come to speak.","Neutral (Disingenuous). The Senior Director of Community and Public Relations said the university ""felt it would not be able to provide a suitable venue, as well as the concomitant level of security, necessary to appropriately host (Shapiro).”",[],65c1510879db8200391e9bb9
2018,"Indiana University, Kokomo",Public,Sculpture I and II,Artwork,Gender,Administrator(s),From the Right,No,No,Removed,Yes,"After receiving complaints, the university removed a pair of student sculptures by the same artist because one resembled female genitalia.",None,[],65c1510879db8200391e9bc0
2018,Ithaca College,Secular,Milo Yiannopoulos,Campus Speech,Political Views,Administrator(s),From the Left,No,No,Revoked,No,"The university denied the Ithaca College Republicans' and IC Young Americans for Liberty's request to invite Yiannopoulos to speak on or off campus, citing safety concerns even though other arrangements —&nbsp;such as funding — had been approved.","Neutral (Disingenuous). The VP of Student Affairs and Campus Life made a statement that included: “It would have had the same impact [having Yiannopoulos speak on or off campus] as far as safety, and it would be impacting the larger Ithaca community . . .We want our students to understand that we are a college within a city. This is where people live, and so we have to be thoughtful about the folks that we're inviting to our space . . . This wasn’t ever a discussion about the content.""",[],65c1510879db8200391e9bc7
2018,John Carroll University,Religious,JCU's Annual Drag Show,Performance,"Gender, Sexuality",Administrator(s),From the Right,No,No,Canceled,No,"The university president informed student organizers that the university would not allow an annual drag show to occur on campus because it might create ""divisiveness.""",None,[],65c1510879db8200391e9bce
2018,Kent State University,Public,West Side Story,Performance,Race,"Faculty, Student(s)",From the Left,No,No,Canceled,No,"Students objected to the fact that white students were cast in three of the leading Latinx roles and that some Latinx students were not given roles at all in a production of the play, West Side Story. The director of the School of Theatre and Dance held a town hall-style meeting and decided to cancel the performance in favor of a performance of the play, Children of Eden.",None,[],65c1510879db8200391e9bd5
2018,Kenyon College,Secular,The Good Samaritan,Performance,"Immigration, Race","Faculty, Student Group(s), Student(s)",From the Left,No,No,Withdrew,No,"Student groups and students protested the production of the play, The Good Samaritan, claiming it contained stereotypes that could normalize negative images of Latinos. The professor overseeing the performance decided not to produce the play.","Neutral. A college spokesperson said that the play's script “prompted valuable discussion and debate within the Kenyon community about cultural representation, the free expression of ideas and the role of artists in advancing social change by addressing difficult topics in their creative works,” and that ""the conversations prompted by the play’s script reflect the crucial work that colleges do to cultivate an inclusive community that values free expression. Kenyon will continue to engage in this work with energy and urgency. Kenyon’s faculty reaffirmed their commitment to freedom of expression in a statement issued last spring, and the college remains dedicated to pursuing dialogue and exploring complex topics with sensitivity, with nuance and with courage.""",[],65c1510879db8200391e9bdc
2018,Lewis &amp; Clark Law School,Secular,Christina Hoff Sommers,Campus Speech,Gender,Student(s),From the Left,No,No,Substantial Event Disruption,No,"Students objected to Sommers' views on feminism and sexual assault. Sommers was repeatedly interrupted, and the dean of diversity and inclusion asked Sommers to cut her remarks short and go straight to Q&amp;A because students were getting ""antsy.""","Honor Roll, High Honors
Neutral. The administration issued an official response that read: ""We do not condone the intentional efforts by even a few students to prevent this speaker [Sommers] from communicating her views to the vast majority of students who were willing to hear and debate them. . . . We seek to welcome speakers who represent a variety of opinions, with the goal of stimulating discussions and expanding our views on important legal and social issues. Addressing ideas head-on, with reason and evidence, is what we do.""",[],65c1510879db8200391e9be3
