Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2017,Liberty University,Religious,Donald Trump,Commencement Speech,"Gender, Immigration, Race, Religion",Student(s),From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students petitioned the university to rescind its invitation of then-President Trump to commencement, citing Trump's ""crude and unforgiving"" remarks about women and minorities, his ""anti-Muslim"" campaign, and his immigration travel ban and calling him ""the antithesis of Christian values."" Trump spoke successfully.",None,[],65c1510a79db8200391e9dfa
2017,Loyola University of Chicago,Religious,Mary Frances Berry,Commencement Speech,"Sexuality, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Berry to deliver a commencement speech because of Berry's support for gay marriage. Berry spoke successfully.,Unknown,[],65c1510a79db8200391e9e01
2017,Madonna University,Religious,M. Shawn Copeland,Campus Speech,"Gender, Sexuality","Activist(s), General Public",From the Right,No,No,Withdrew,No,"A Catholic activist group, Church Militant, launched a media campaign to have the university revoke Copeland's speaking invitation, claiming Copeland supports gay rights. After public outcry, a mutual decision was reached to cancel Copeland's lecture.","Honor Roll
Neutral. The head of the Center that invited Copeland said: “We are sorry for this lost educational opportunity for Madonna students, and for the heavy blow it strikes to academic freedom and to Pope Francis’ vision for the Church.”",[],65c1510a79db8200391e9e08
2017,Marquette University,Religious,Ben Shapiro,Campus Speech,"Gender, Immigration, Race, Religion","Student Group(s), Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"Students asked the university to cancel an event featuring Shapiro, claiming Shapiro made a career of ""perpetuating racism and xenophobia and actively fighting against human dignity.” A faculty member suggested students protest by reserving seats and not showing up. Shapiro spoke successfully.","Neutral. The university released a statement: ""We have addressed this issue [a professor suggested protestors reserve seats] with the staff member internally and will work to make sure that interested students have an opportunity to see Ben Shapiro on February 8.""",[],65c1510a79db8200391e9e0f
2017,Marquette University,Religious,Pride Prom 2018,Performance,Sexuality,Activist(s),From the Right,No,Yes,Cancellation Attempt,Not Applicable,"TFP Student Action, an off-campus group, started a petition opposing a Pride Prom event. The petition included a pre-drafted letter addressed to the university president and garnered more than 18,500 signatures. The event proceeded as planned.",None,[],65c1510a79db8200391e9e16
2017,Middlebury College,Secular,Charles Murray,Campus Speech,"Race, Scientific Views","Alumni, Student(s)",From the Left,No,Yes,Substantial Event Disruption,No,"Alumni petitioned the president to cancel Murray's talk. At the talk, students shouted down Murray once he took the stage, forcing college officials to relocate the event to a private, remote location with only Murray and professor Allison Stanger present. Protesters became aware of the new location and attacked Murray and Stanger as they tried to leave campus, surrounding their car. Someone pulled Stanger's hair so hard she ended up in the emergency room with a neck injury. The university disciplined 74 students.","Condemned Expression, Appeased Protesters. The university president spoke before Murray got up on stage. An article reported that ""she [the university president] was applauded when she said she disagreed with Murray's views . . . but she also said that 'the very premise of free speech on this campus is that a speaker has a right to be heard.'"" In multiple public statements after the event, the university president seemed to be admonishing the disruptive protests she had tried to appease before the event: ""Free speech lies at the heart of our purpose as an institution, and we cannot allow force or disruption to undermine it.""",[],65c1510a79db8200391e9e1d
2017,Misericordia University,Religious,James Martin,Commencement Speech,"Gender, Religion, Sexuality","Activist(s), General Public",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Several off-campus groups —&nbsp;including the Coalition of Concerned Catholics, TFP Student Action, and Church Militant — petitioned the university to disinvite Martin from delivering a commencement speech, objecting to Martin's views on LGBT issues. The university refused to revoke its invitation to Martin and Martin spoke successfully.","Honor Roll
Neutral.  A university spokesperson said: “Misericordia University is a Catholic institution established in the traditions of the Sisters of Mercy. . . We are committed to a mission of fostering intellectual curiosity, critical thinking and respect for everyone in an environment where all are welcome.”",[],65c1510a79db8200391e9e24
2017,New Mexico State University,Public,David Horowitz,Campus Speech,Political Views,Administrator(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Less than a week before a Students for Academic Freedom event featuring Horowitz, the administration informed the group that it would be required to cover the cost of security deemed necessary by the university police department because of ""planned counter--protests."" Following a letter from FIRE, the university agreed to cover the security costs and Horowitz spoke successfully.","Neutral (Disingenuous). The chancellor said: ""The administration supports all student groups in the learning experience of planning and sponsoring a wide variety of events. The University honors the students’ First Amendment rights and does not engage in censorship of those events irrespective of whether we share the speaker’s viewpoint.""",[],65c1510a79db8200391e9e2b
2017,New York University,Secular,Gavin McInnes,Campus Speech,"Race, Sexuality","Activist(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Students opposed the College Republicans' invitation of McInnes because of comments McInnes made regarding race and sexual orientation. McInnes was forced to stop speaking after the event was repeatedly disrupted by a protest group formed in response to McInnes's invitation, NYU Anti-Fascists, and fights broke out, leading to multiple arrests and McInnes getting sprayed with pepper spray.","Neutral (Disingenuous).  After the event a university spokesperson said: “Our principle at NYU is somebody who comes here to speak — who’s invited by a student organization — should have an opportunity to speak, but this event reflected well on no one.”",[],65c1510a79db8200391e9e32
2017,New York University,Secular,James Merse,Campus Speech,"Immigration, Political Views, Race, Religion","Student Group(s), Student(s)",From the Left,No,No,Revoked,No,"The NYU College Republicans withdrew its invitation to Merse, citing safety concerns, administrative pressure over Merse's ties to alleged hate groups, and Merse's Islamophobic rhetoric.",None,[],65c1510a79db8200391e9e39
